stage,epidermis,eye,fin.epithelia,glial,lateral.line,neural,vasculature
 24-34,0.59,0,0,0,0,0,0
 48-58,0,0.43,0,0,0,1.89,0
 60-70,1.41,0.63,0,0,0.59,0,0
 72-82,0,4.32,0,1.55,0,0,0
 84-94,0.95,0,0,7.76,0,6.78,0
 96-106,2.46,0,6.91,0,0,0,0
108-118,1.81,2.31,1.12,1.12,0,0,0.59
120,2.37,3.29,0,0,0,0,0
