stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.89,179.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,95.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,19.16,0,0,0,0,0,0,4.17,0,0,0,0,0,16.92,0,0,0,0,0,0,0,0,0,0,0,82.89,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,50.03,0,22.05,0,48.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3898.97,34.49,0,0,56.06,0,9.89,0,7.81,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1392.54,79.27,0,371.19,0,0,0,0,0,14.99,0,0,0.92,0,0,0,0,297.68,0,0,127.6,418.95,0,0,0,0,0,50.85,13.49,0,78.76,13.9,492.81,0,0,0,0,0
 24-34,8.03,0,0,6.79,195.54,4.7,0,987.76,0,1.45,0,3.07,0,0.66,0,0,2.98,0,0.75,6.52,0,282.15,0,0,33.28,839.2,0,27.26,0,0,0,58.84,0,0.64,76.2,1.55,914.72,0,0,6.61,0,0
 36-46,0,0,0,0.63,46.44,0,0,611.89,1.55,0,0,8.89,0,0,0,0,0,0,0,0,0,305.24,0,0,74.2,1111.95,0.83,5.48,0,0,0,68.24,0,0,100.37,0,631.13,0,0,0.82,0,0
 48-58,0,0,0,0,55.58,0.69,0,474.87,17.43,0.44,0,25.21,0,2.79,0,0,0,3.3,0,0,7.43,328.17,2.65,1.58,147.97,1383.78,4.9,11.6,0,0,0,25.23,0,0,50.45,0,250.11,0,0,1.36,0,0
 60-70,0,0,0,0,30.78,0,0,317.88,45.86,0,3.82,18.16,0,0,0,0,0,0,0,0,0,324.98,2.69,0.87,81.18,850.2,0,0,0.59,0,2.92,17.56,0,0,28,0,46.52,4.38,0,0.72,0,8.59
 72-82,0,0,0,0,41.82,2.91,0,243.69,43.96,0,0,29.05,0,0,0,0,0,0,4.81,2.18,0,641.07,0,0.56,188.04,566.67,0,7.72,0,0,3.21,12.59,0,0,4.98,0,14.77,5.49,0,3.32,0,14.36
 84-94,0,0,2.24,0,52.56,6.55,0,290.98,54.88,0,0,20.78,4.04,0,0,2.23,0,0,0,0.83,0,546.81,0,8.19,134.71,427.72,0,4.03,4.04,0,0,18.92,0,0,16.87,0,13.87,25.69,3.19,1.2,1.77,7.29
 96-106,0,0,0,0,80.68,39.93,2.32,314.12,105.47,1.03,0,23.25,8.05,0,1.52,1.34,1.25,0,0.75,0,0,702.25,0,0,123.27,338.58,0.82,1.35,5,0,4.24,14.9,0,0,9.7,0,8.86,12.5,1.15,3.67,0,0
108-118,0,0,0,0,40.31,6.84,0,290.84,74.5,1.28,0,20.71,0.89,0,0,4.24,0,1.02,0,9.14,0,788.9,0,0,147.15,391.22,0,0.77,0,0,18.76,15.82,0,0.55,4.64,0,2.91,9.23,0,3.29,0.68,0
120,0,0,3.29,0,60.06,1,2.68,261.76,69.74,1.88,0,11.96,1.24,0,0,0,0,0,0,18.81,0,519.74,0,0,207.39,447.14,0,0,0,0,0,6.21,0,0,1.8,0,34.95,0,0,0,0,0
