stage,blastomeres,endocrine_pancreas,eye,neural,paraxial_mesoderm,spinal_cord,vasculature
  5-6,7.63,0,0,0,0,0,0
  7-9,0,0,0,8.85,6.11,0,0
 10-12,0,0,9.76,7.98,0,0,0
 24-34,0,0,0,3.38,0,0.66,1.32
 36-46,0,0,0,1.28,0,0,0
 48-58,0,0,0,3.67,0,0,0
 84-94,0,0,0,4.85,0,0,0
 96-106,0,0.61,0,0,0,0,0
120,0,0,1.79,0,0,0,0
