stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,79.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,39.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,11.11,0,0,36.5,0,0,0,0,0,0,0,0,0,41.86,0,0,0,0,0,0,0,0,0,0,0,157.22,11.21,0,0,145.95,0,0,11.11,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,11.33,0,0,0,35.64,0,0,0,0,0,7.59,0,0,0,0,0,0,0,0,0,0,0,86.49,3.92,0,0,77.95,0,0,0,0,16.42,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.9,69.95,1.89,0,1.98,0,2.05,0,4.92,0,1.34,0,0,7.23,0,0,0,0,23.7,0,0,4.92,61.93,0,0,0,1.79,0,2.35,3.93,13.01,0,19.59,18.06,22.23,0,0,3.42,0,0
 24-34,0.88,0,0,0,45.31,0.89,0,5.9,0,6.78,0,4.7,0,0,0.82,0,9.38,0,0,0.68,0,32.92,0,0.81,19.52,208.93,2.99,12.42,1.91,0,1.14,12.57,0,0,0,3.68,2.75,57.94,0,0,10.91,0,0
 36-46,0,0,0,0.6,21.92,0,0,56.57,0.95,11.19,0.71,4.05,2.11,0,2.37,1.19,4.19,0,0,0,2.18,58.94,1.26,1.81,9.88,523.61,1.5,3.81,2.81,0,0,7.1,0,1.05,4.25,0.81,0.83,120.07,0,0,5.42,0,8.64
 48-58,0,0,0.42,0,22.48,2.22,0,446.13,0.96,3.5,3.59,25.27,0.81,1.56,0.44,0.53,1.47,10.22,1.06,0,0.43,73.4,2.48,7.93,9.43,743.49,1.41,2.1,1.76,0,1.29,6.08,0,0,0,0,0,165.17,0,0,8.63,0,9.59
 60-70,0,0,0,0,53.82,1.37,0,1512.9,0.59,4.86,3.34,56.81,0,2.74,1.5,16.67,0.6,1.14,1.82,0.87,9.31,120.57,0,3.18,5.23,867.8,0,0,5.9,0,0.63,15.27,0,0,4.17,3.43,0,188.73,0,1,32.58,0,14.63
 72-82,0,0,0.83,0,29.5,18.41,0,2047.17,3.36,4.52,6.97,125.83,2.11,0.59,5.14,2.69,1.92,0,5.31,0,9.13,191.64,2.39,6.78,16.77,895.91,2.48,4.65,12.1,0,4.13,4,0,0,0,5.44,0,146.98,0,5.16,27.26,5.53,6.85
 84-94,0.62,0,2.26,1,54.76,26.94,0.6,1362.41,1.38,9.3,1.97,105.88,5.85,0.88,6.22,9.1,8.06,2.76,2.82,0,0,177.17,6.95,8.32,21.39,589.67,2.44,5.28,11.82,0,0,26.89,0,0,1.99,0,0,106.96,1.71,2.11,27.78,11,13.87
 96-106,0,0,7.55,0,53.27,55.33,3.47,1421.01,1.05,5.89,9.26,183.46,9.96,1.32,3.57,15.04,6.82,5.41,1.48,2.16,2.51,223.84,3.69,12.3,16.47,714.45,2.16,11.86,17.72,0,0,38.49,0,0,1.37,0,0,36.2,4.3,8.54,35.36,11.47,6.23
108-118,0,0,2.15,0.61,63.51,18.56,26.22,1147.53,1.61,16.26,12.71,203.71,15.09,0,3.14,7.76,8.43,6.57,2.22,18.32,3.67,207.36,3.55,8.87,24.93,877.89,3.58,9.18,21.48,0,4.17,36.57,0,0,3.75,0.43,0,37.29,3.85,6.44,26.62,7.88,12.38
120,1.12,0,3.99,1.28,53.99,15.59,0,827.22,7.02,32.54,22.97,193.77,10.6,0,0,50.35,10.57,5.03,0,0,0,221.01,0,6.09,21.72,1024.75,16.76,3.73,33.81,0,11.4,18.82,0,0,0,1.52,0,51.14,0,8.96,9.93,22.89,0
