stage,blastomeres,epidermis,ionocyte,mesenchyme,mural_cell,muscle,neural,olfactory,paraxial_mesoderm,periderm,somites,taste
  3-4,34.46,0,0,0,0,0,0,0,0,0,0,0
  5-6,26.06,0,0,0,0,0,0,0,0,14.25,0,0
  7-9,0,0,0,0,0,0,22.7,0,5.65,0,0,0
 10-12,0,0,0,0,0,0,22.27,0,0,0,0,0
 14-21,0,0,2.13,0,0,0,0,0,0,0,1.12,0
 60-70,0,0,0,0,0.63,0,0,0,0,0,0,2.13
 72-82,0,0,0,0.88,0,0,0,1.65,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,0,4.74,0,0
108-118,0,0.82,0,0,0,0.93,0,0,0,1.38,0,0
120,0,0,0,0,0,0,1.43,0,0,3.09,0,0
