stage,endoderm,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,ionocyte,liver,mesenchyme,mucous,muscle,neural,paraxial_mesoderm,periderm,presomitic_mesoderm,pronephros,spinal_cord
  7-9,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.09,0,0,0,0,0
 10-12,259.79,0,22.27,0,0,0,0,0,3.88,0,0,0,0,0,0,560.86,69.2,0,0,66.95,0
 14-21,3.09,302.8,7.32,2.21,4.07,0,0,7.89,0,1.9,6.73,0,109.96,5.5,31.84,56.02,7.75,4.52,7.17,0,2.18
 24-34,1.6,38.16,0,2.48,5.3,0.78,4.21,8.42,0,1.29,3.16,0,41.23,0.83,8.31,8.9,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,1.23,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1.79,0,0,0,0,0
 60-70,0,0,0,0,0,2.52,0,0,0,0,0,4.62,0,0,0,0,0,0,5.3,0,0
 84-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0
