stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1330.24,25328.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,1762.45,23772.14,0,18.28,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,583.93,72.2,0,0,216.74,0,687.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,193.01,180.9,0,266.85,0,12.95,0,441.06,0,0,0,0,0,202.11,0,0,0,0,0,0,0,0,0,0,0,4826.82,169.35,0,0,1545.05,0,247.02,95.3,0,0,0,0,0,0,0,0,0,0
 10-12,0,120.68,0,363.89,0,38.42,0,268.56,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,3586.54,227.78,0,0,649.56,0,187.93,69.69,0,117.89,0,0,0,0,0,0,0,0
 14-21,2.31,0,0,25.77,1683.24,567.57,0,66.83,0,10,0,18.41,38.16,14.28,78.01,5.73,38.99,0.87,3.19,71.91,4.17,299.32,13.94,0,207.86,1292.92,302.03,4.9,56.23,9.91,0,1385.53,3.57,132.52,61.92,76.79,214.48,385.69,0,0,374.06,0,6.01
 24-34,0,0.83,6.09,10.73,616.26,52.05,0,117.6,0.72,60.85,10.79,68.16,12.17,3.02,87.71,41.03,61.61,1.72,19.23,62.94,26.87,480.11,55.2,3.31,240.79,1418.01,87.23,62.53,28.27,1,4.12,2037.48,1.06,6.27,30.76,27.34,25.51,334.25,0,0,1001.98,0,59.79
 36-46,0,0,1.17,0.58,322.92,16.75,0,128.21,7.68,94.28,19.94,218.49,8.56,0.76,91.89,80.26,18.27,6.77,17.06,28.99,113.6,651.61,52.16,14.33,152.99,1170.54,68.15,41.6,28.87,0,0,2120.11,0.65,10.35,31.84,8.47,0.8,348.21,0,2.09,486.07,0.78,97.72
 48-58,1.74,0,0.68,2.13,297.38,7.85,0,202.67,2.07,115.8,40.33,406.32,6.87,17.46,146.55,61.36,13.59,18.7,13.28,20.29,89.1,794.04,54.39,38.66,129.89,686.96,38.51,26.85,28.52,0,3.74,1747.68,0,0,11.65,5.98,0,372.18,0,4.29,425.85,1.59,147.68
 60-70,0,0,1.15,0,288.56,18,0,420.45,6.53,109.94,49.34,484.41,16.02,16.43,110.56,77.61,20.37,25.91,27.53,75.7,39.74,1166.87,49.77,49.91,81.72,501.94,17.87,27.1,23.78,0,16.82,1357.11,0,0,10.7,3.34,0,138.8,6.03,24.43,338.33,6.24,167.83
 72-82,0,0,6.99,1.68,286.16,12.59,1.16,456.83,3.63,78.25,83.4,536.62,51.44,6.31,124.02,64.62,31.94,33.24,26.65,99.06,30.03,1518.67,70.6,84.33,66.79,502.72,11.6,39.89,37.6,0,21.71,921.07,0,0,12.55,2.96,0,72.96,11.78,51.03,629.88,57.64,135.5
 84-94,0,0,20.37,3.81,562.03,9.61,0,509.81,5.76,169.72,65.29,520.17,122.47,3.5,76.2,130.24,71.03,57.87,35.22,171.19,58.41,1334.51,73.52,81.36,90.97,388,24.96,60.82,28.82,0,66.15,2873.03,0,0,14.42,1.43,0,64.43,54.32,56.31,590.26,57.02,101.01
 96-106,0,0,9.41,3.18,628.74,46.96,1.91,466.52,7.74,174.48,37.16,573.15,166.03,1.06,179.46,136.95,88.31,46.46,53.3,358.88,25.14,1217.74,114.7,64.35,56.75,547.55,16.23,93.38,34.54,0,83.76,2660.04,0.64,0,15.69,2.09,0,55.29,80.83,64.85,802.22,60.39,98.83
108-118,1.12,0,4.26,4.43,638.82,20.06,5.57,579.21,10.1,246.61,50.51,602.39,155.22,0,81.54,110.8,106.31,73.15,32.84,484.98,44.89,1242,106.96,62.1,65.58,548.24,36.74,53.51,43.09,0,81.9,2563.07,0,0,21.37,7.24,0,46.87,90.88,35.51,677.54,51.18,105.55
120,0,0,8.85,4.83,511.64,11.08,3.21,254.97,13.82,162.65,33.7,545.84,115.72,0,137.13,141.15,62.24,35.95,32.45,271.76,4.74,897.41,61.1,68.52,63.14,652.54,26.62,47.18,31.7,0,77.25,1346.78,0,0,21.56,4.73,0,49.05,27.81,86.9,674.84,43.78,58.68
