stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0.93,4.95,29.34,1496.21,151.99,0,143.93,0,17.62,0,34.98,31.97,71.88,12.79,13.24,30.31,1.73,0,0,8.62,326.17,6.9,0,331.93,1566.93,480.7,6.16,36.19,47.47,0,152.17,32.93,271.81,35.32,20.25,335.24,830.04,0,0,45.48,0,10.21
 24-34,0.88,3.02,8.01,383.79,13.08,0,281.38,0,47.23,26.84,64.07,2.71,4.49,23.06,27.39,44.61,3.45,13.98,11.99,41.46,564.26,28.83,0.69,367.51,2588.59,155.63,35.05,37.27,0,1.14,399,2.88,0,19.56,1.49,85.32,660.39,0,0,166.65,0,67.59
 36-46,0,0.98,0.56,155.39,5.59,0,331.59,6.29,48.48,67.73,157.25,3.47,0,14.13,38.5,16.09,39.85,21.24,7.44,56.17,595.56,16.22,6.36,183.93,2470.93,77.72,21.69,21.87,0,1.69,456.23,5.09,0,10.22,6.22,0,531.77,0,0,115.39,0,52.84
 48-58,0,0.59,2.36,112.19,12.14,0,736,10.86,69.11,89.3,405.85,6.59,8.84,21.73,38.69,11.11,31.33,22.48,3.69,38.92,1157.12,21.56,28.82,173.78,2917.79,58.2,31.56,57.05,0,2.82,299.89,0.65,0,4.91,3.34,0,562.11,0,2.58,108.85,0.9,78.47
 60-70,0,0,0,116.37,19.2,0,1098.88,5.13,64.73,116.78,285.5,11.66,0,4.57,40.69,23.8,51.81,13.79,3.79,14.69,1261.72,22.08,51.23,101.94,2194.52,17.78,8.49,24.98,0,6.49,229.97,0,0,4.17,0,0,265.53,3.82,13.63,63.09,10.62,59.47
 72-82,0,12.61,0.75,107.16,27.74,8.49,1409.68,12.15,20.47,99.24,355.07,48.04,1.69,18.69,75.86,27.73,19.94,40.04,12.54,14.8,1465.51,28.22,54.9,90.07,2378.83,12.91,27.06,56.5,0,12.1,119.1,0,0,3.02,0,0,159.92,9.08,33.45,140.72,30.25,64.91
 84-94,0,6.65,0,187.08,39.65,16.78,1055.55,7.5,41.43,104.23,345.88,83.8,3.37,22.67,67.51,42.95,51.27,60.55,29.32,39.78,1279.17,32.97,62.18,90.04,1473.45,21.44,30.51,79.92,0,13.56,359.39,0,0,11.5,1.36,0,153.36,27.48,38.76,135.1,45.57,42.8
 96-106,0,13.4,0.66,174.39,136.45,10.47,817.08,3.54,34.82,61.57,328.18,79.88,0,23.13,151.38,48.05,26.59,68.36,43.48,4.75,1053.05,34.31,65.31,72.47,1249.63,19.31,42.45,41.99,0,28.2,315.04,0,0,10.14,0.57,0,50.71,22.57,31.51,160.85,34.89,23.07
108-118,0,8.77,0.89,174.27,34.56,44.74,900.83,7.46,40.99,40.51,305.01,76.63,0,10.29,113.68,21.82,51.32,41.61,20.36,23.07,863.29,19.12,46.1,63.5,1470.46,21.19,33.98,61.39,0,31.64,243.61,0,0,7.59,2.13,0,43.78,14.97,17.13,125.12,33.84,64.5
120,1.19,0,0,190.17,90.56,15.09,418.61,2.34,20.05,30.05,260.89,69.58,0,15.07,141.87,23.13,32.66,16.13,22.79,4.02,639.55,9.84,13.65,84.22,1619.88,25.89,27.41,80.05,0,14.74,132.01,1.53,0,3.22,0,0,34.15,4.26,14.14,115.08,44.59,28.99
