stage,eye,glial,ionocyte,muscle,neural,notochord,spinal_cord
  7-9,0,0,0,0,7.76,0,0
 10-12,0,0,0,0,0,3.65,0
 14-21,0,0,0,2.14,0,0,0
 24-34,0,0,0,1.54,7.45,0,1.07
 36-46,0,0,0,0,3.54,0,1.55
 48-58,0,0,0,0,11.08,0,2.14
 60-70,11.49,0,0,0,13.97,0,0
 72-82,5.86,1.45,0,0,8.26,0,0
 84-94,0,0,0,0,4.26,0,0
 96-106,1.29,2.31,0.66,0,0,0,0
108-118,0.82,0,0,0,2.91,0,0
