stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,17.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,28.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.22,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0.94,0.92,0,0,275.77,0,0,0,5.42,0,0,0,0,0,0,0,0.93,0,0,0,0,0,737.18,0,0,0,0,0,0,3.87,0,3.12,0,57.9,0,0,1.08,0,0
 24-34,0,0.6,0,18.18,0,0,7075.42,0,4.46,0.92,14.32,4.02,0.95,1.01,0,1.85,1.45,0,1.24,0,20.5,0,0,10.3,1120.66,6.83,7.37,0,0,0,57.26,0,0.91,0,4.87,111.49,0,0,46.32,0,1.72
 36-46,0,0,0,9.83,17.02,0,13178.85,1.18,0,2.24,20.31,0,0,0,1.3,0,0,0.66,1.29,0.58,45.04,1.16,0,9.28,639.09,1.43,1.61,1.34,0,0,33.7,0,0,0,0,128.64,0,0,16.91,0,18.12
 48-58,0,0,0,4.58,0,0,9438.24,0,0,0.5,44.59,0,0,0.5,4.75,0.55,0,0.81,5.56,9.89,39.7,0,2.7,5.17,463.44,0.58,0.87,1.81,0,0,16.04,0,0,0,0,83.81,0,0,6.9,0,21.06
 60-70,0,0,0,2.48,3.84,0,11239.59,0,0,6.69,62.37,1.72,0,0,2.91,0,5.65,0,5.64,0,48.07,2.18,0.63,2.22,362.87,0.62,3.69,3.5,0,0,16.92,0,0,0,0,35.61,0,0,8.32,0,28.36
 72-82,0,0,0,3.05,5.69,0.76,9651.11,1.52,0,0,118.47,0.84,0,0,2.87,0,3.76,5.09,8.59,0,44.04,0.79,0,2.36,265.06,0,2.82,3.2,0,0,7.54,0,0,0,0,40.07,8.69,0,16.78,0,23.88
 84-94,0,0.66,0,6.21,4.6,0,10257.04,0,0,3.25,59.65,0,0,0.78,0,2.82,0.87,0,0.96,0,48.33,0,1.97,0,170.04,0,1.62,0,0,4.07,19.46,0,0.64,0,0,21.32,0,0.56,13.29,1.34,8.43
 96-106,0,2.33,0,4.07,25.01,42.74,6714.83,0,0,1.72,93.24,1.04,0,4.23,3.54,1.74,0,0,1.88,0,41.36,0.76,1.11,2.56,115.8,0,0.83,1.37,0,0,21.86,0,0,0,0,13.02,0,0.58,9.5,0,7.43
108-118,0,1.39,0,11.93,31.06,3.13,9684.83,0,2.08,6.16,120.69,8.6,0,0.69,1.73,0,4.58,0.81,12.43,0,99.96,0.71,2.22,5.44,214.57,0.55,4.77,1.6,0,6.14,24.75,0,0,0,0,13.21,7.36,4.5,13.68,4.03,9.73
120,0,0,0,15.43,9.82,0,8080.2,2.29,0,0,183.45,0,0,0,0,0,0,2.13,3.42,11.42,123.2,0,0,3.16,365.03,0,0,0,0,0,3.96,0,0,0,0,21.68,17.33,2.15,35.26,0,3.58
