stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1.95,21.85,259.76,89.6,0,59.58,0,1.17,0,22.41,6.28,7.72,18.15,0,6.11,0,0,11.16,0.88,92.56,0,0,80.65,1251.51,87.76,7.84,8.9,26.33,0,423.11,1.8,178.68,12.12,39.52,189.43,340.09,0,0,13,0,0
 24-34,2.74,15.79,313.76,158.75,0,193.81,0.65,22.34,5.25,65.26,10.86,3.61,34.93,7.75,32.62,0,7.89,36.85,5.25,290.34,8.11,0,158.28,2760.08,58.97,15.67,36.59,1,0,1220.41,0,30.21,44.03,43,121.77,709.09,0,0,291.2,0,21.84
 36-46,2.81,1.84,232.48,13.04,0,251.64,9.85,38.36,5.96,79.62,1.45,0,10.05,2.33,9.75,1.04,3.77,12.74,15.26,352.05,13.73,3.75,81.01,1935.1,76.83,32.13,7.89,0,26.62,1446.92,3.81,2.11,40.5,31.52,1.18,539.51,0,2.21,158.59,0,14.57
 48-58,0,0.5,96.55,6.41,0,198.25,17.13,32.57,5.29,65.75,4.16,2.36,8,2,19.15,3.43,2.01,0,10.94,169.41,4.34,5.8,32.08,780.07,62.3,9.86,9.91,0,0,379.65,0,0,5.53,31.63,0,158.9,0,1.67,30.44,0,30.08
 60-70,0,0,90.5,2.94,0,247.48,6.62,36.47,9.12,74.71,4.3,7.95,17.07,6.47,3.17,14.41,2.58,3.79,4.68,202.54,7.6,12.49,36.94,682.9,55.37,5.31,19.65,0,0,518.38,0,0,12.12,17.12,0,146.6,0,3.94,28.14,0,22.9
 72-82,0,0,63.23,8.28,0.76,150.47,2.2,16.65,11.95,37.47,1.91,3.16,1.37,1.43,1.26,0,2.71,0,28.87,139.35,2.65,1.21,18.21,258.73,23.02,1.04,5.7,0,0,202.75,0,0,9.45,5.49,0,33.44,0.77,0,34.84,2.08,6.19
 84-94,0,0,84.95,7.3,0,73.81,2.37,26.59,6.05,38.78,0.71,2.9,1.46,9.67,5.91,5.42,0,12.4,0,124.88,2.73,15.66,6.28,117.18,31.03,3.31,8.92,0,4.36,762.21,0,0,6.77,6.54,0,31.13,4.31,1.9,17.04,2.52,2.72
 96-106,1.43,0,31.72,7.51,0,61.21,1.45,10.9,3.3,10.73,0,0,0,3.54,4.21,5.45,1.7,6.17,1.03,91.14,1.52,3.17,4.01,42.66,8.22,2,6.51,0,0,366.28,0,0,4.89,29.65,0,8.46,0.88,1.48,11.24,2.56,0
108-118,0.54,0.74,70.18,0.6,0.45,28.57,1.73,14.54,0,19.56,5.22,0,2.18,1.84,8.69,1.11,0,1.26,0.53,67.36,4.46,3.69,5.41,65.1,13.87,0.45,3.79,0,0,291.23,0,0,2.89,8.41,0,24.69,0,0,18.21,5.03,0
120,0,0,98.8,0,0,25,0,25.41,0,50.62,0,0,1.85,8.53,8.85,0,0,1.42,0,174.57,1.59,3.7,2.41,123.95,4.03,12.48,14.02,0,3.68,253.49,0,1.12,10.68,5.33,0,14.8,0,5.78,13.37,0,0
