stage,epidermis,eye,fin.mesenchyme,glial,iridophores,mesenchyme,neural,otic,spinal.cord
  7-9,0,0,0,0,0,0,8.1,0,0
 14-21,0,0,0,0,0,0,0,0,1.38
 24-34,0,0,0,0,0,0,1.47,0,0
 36-46,0,0,2.07,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,4.97,0,0
 60-70,0,1.05,0,0,0,0,0,0,0
 72-82,0,3.32,0,0.98,0,1.19,4.67,0,0
 84-94,0,0,0,0,0,0,2.98,0.72,0
 96-106,0,0,0,0,0.89,0,7.98,0,0
108-118,0.89,0.88,0,0,0,0,1.17,0,0
120,0,0,0,0,0,0,1.09,0,0
