stage,eye,fin_mesenchyme,glial,ionocyte,mesenchyme,neural,olfactory,paraxial_mesoderm,presomitic_mesoderm
 10-12,0,0,0,0,0,5.31,0,4.79,0
 14-21,0,0,0,0,0,1.01,0,0,2.01
 24-34,0,0,0,0,0,2.75,0,0,0
 36-46,0,0,0,0,0,1.5,1.56,0,0
 48-58,0,0,0.51,0,0,0.57,0,0,0
 60-70,1.06,0,0,0,0,1.84,0,0,0
 72-82,1.28,0,0.61,0,1.03,8.78,0.54,0,0
 84-94,0,1.27,0,0.99,1.5,0.96,0,0,0
 96-106,8.42,0,0.99,0,0,0,0,0,0
108-118,1.01,0,0.99,0,0,1.14,0,0,0
120,3.71,0,0,0,0,0,0,0,0
