stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,4.75,19.24,287.37,93.12,0,66.08,0,4.69,0,21.59,14.46,11.28,6.12,2.27,11.58,0,0.84,14.21,4.4,90.05,0,0,58.35,915.08,26.6,3.54,6.97,27.38,0,5.49,2.47,118.91,15.11,5.45,275.08,233.2,0,0,12.91,0,3.4
 24-34,0,0,3.62,101.71,19.17,0,216.99,1.41,8.24,4.01,49.65,3.83,2.88,7.82,1.95,10.06,0,7.95,11.08,7.78,131.74,1.52,0.91,63.92,1828.13,17.56,31.62,16.2,0,1.14,52.53,0,0,6.88,18.73,70.51,405.32,0,0,59.87,0,32.7
 36-46,0,0,0.59,49.42,10.66,0,369.76,14.24,3,19.17,69.27,1.33,0,5.45,9.75,6.25,10.82,2.64,7.32,10.35,210.43,3.69,3.7,50.19,1892.81,9.99,38.44,12.35,0,1.69,63.56,1.1,1.05,1.8,5.07,1.34,461.76,0,0,34.39,0,31.32
 48-58,0.77,0.42,0.84,28.21,11.08,0,476.54,6.01,9.95,6.46,122.26,0,1.92,7.17,7.7,3.7,6.3,2.64,3.89,7.97,249.39,2.97,11.21,50.3,1083.33,2.11,11.36,7.28,0,0,17.44,0.56,0,0.82,4.17,0,291.89,0,1.15,20.08,0,55.78
 60-70,0,1.52,0,36.13,8.14,0,617.47,2.61,4.71,13.74,147.83,7.61,0.97,10.09,8.09,6.38,7.17,2.82,3.54,6.57,253.25,7.52,18.57,41.67,934.2,0,20.28,9.95,0,0,41.85,0,0,5.73,7.74,0,199.27,0,2.42,10.59,0,38.64
 72-82,0,2.51,0,37.08,52.59,1.77,380.42,7.95,3.41,10.74,121.21,6.6,0,1.03,8.88,3.27,14.08,3.24,13.41,1.89,308.14,3.42,18.61,30.23,832.25,0,16.8,25.97,0,2.97,15.41,0,0,2.27,0.53,0,95.37,6.58,4.45,19.08,7.59,27.99
 84-94,0,1.44,0,41.38,27.91,3.03,242.51,1.03,4.28,13.32,85.68,16.83,0.99,0.8,26.8,7.54,15.9,9.07,5.57,0.68,253.09,0.86,6.65,32.34,498.17,1.56,31.05,12.72,0,2.48,45.29,0,0,0.67,1.13,0,73.02,10.22,10.98,30.42,4.32,25.66
 96-106,0,3.53,0,49.44,41.66,1.53,304.28,6.23,8.18,8.52,116.59,20.31,0,5.5,29.31,9.83,11.65,10.32,6.06,1.33,221.18,3.5,4.94,27.82,511.8,3.75,32.97,14.83,0,10.7,32.26,0,0,3.26,3.94,0,30.46,5.79,6.93,36.43,6.21,28.36
108-118,0,4.03,0,54.37,23.97,3.51,259.37,2.83,3.06,6.25,133.12,12.84,0,0,22,4.58,8.5,11.94,14.24,0.6,216.26,1,11.67,26.11,642.35,1.99,13.98,24.52,0,7.32,21.18,0,0,2.37,3.71,0,36.52,7.44,3.29,29.91,3.86,15.77
120,0,6.25,0,101.48,52.4,0,204.97,12.8,11.83,42.76,169.14,36.75,0,2.09,52.29,8.43,4.28,4.25,4.01,1.6,226.3,22.73,16.81,23.93,808.82,2.64,7.75,13.23,0,4.59,42.01,0,0,8.85,1.63,0,34.57,1.66,9.06,36.98,7.28,10.74
