stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.56,2184.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.64,2360.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.28,0,0,0,18.41,0,24.44,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.84,59.75,0,66.89,0,6.96,0,110.18,0,0,0,0,13.95,0,0,0,0,0,0,0,0,0,0,0,1076.15,28.52,0,0,355.26,0,4.16,10.61,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.83,0,38.49,0,0,0,86.42,0,0,0,0,12.97,0,0,0,0,0,0,0,0,0,0,0,986.43,28.68,0,0,312.57,0,0,4.37,0,38.14,0,0,4.33,0,0,0,0,0
 14-21,0,0,0.82,1.91,17.18,2.48,0,7.3,0.88,0,1.05,1.85,0,0,0,0,0,0,0,0,18.56,0,0,5.62,126.36,4.97,0,0.95,2.7,0,0,0,4.95,0,0,15.03,37.74,0,0,0,0,0
 24-34,0,0,0,0,2.77,0.61,0,12.16,0,0,4.65,0,0,2.42,0,0,0,0,0,0,18.2,0.61,0,9.85,270.43,2.16,13.04,5.76,0,0,0.78,0,0,0,0,3.58,60.49,0,0,17,0,0
 36-46,0,0,0,0,0,0,0,22.05,0,1.74,13.37,0.56,0,0,0,0,0,0,0,2.15,29.78,0,0,2.37,364.42,6.37,2.49,0,0,0,9,0,0,0,0,0,68.38,0,1.04,6.72,0,0
 48-58,0,0,0,0,7.38,0.43,0,101.6,1.52,0.9,17.03,0.64,0,0.83,0.45,0,0,0,6.39,12.41,52.52,0.49,0,4.89,507.11,7.64,1.62,1.32,0,0,0,0,0,0,0,0,91.65,0,0.64,9.24,0,1.09
 60-70,0,0,0,0,11.89,0,0,145.86,0.63,0,30.94,0.62,0,0,5.62,0,4.79,0,1.73,2.38,44.26,1.14,2.03,4.95,422.06,0,0,0,0,0,3.51,0,0,0,0,0,56.42,0.77,0,1.29,0,0
 72-82,0,0,0,0,2.82,11.15,0,113.49,0,2.96,26.8,1.98,0,0,7.88,0,0.65,0,0.57,0,60.98,1.39,3.36,4.68,454.13,1.75,11.34,9.3,0,0.71,1.3,0,0,0,0,0,17.21,0.95,0.87,8.52,1.34,9.64
 84-94,0,0,0,0,8.62,14.29,0,79.3,3.93,2.4,31.23,5.38,0,0,11.07,3.56,6.78,0,0.68,7.15,43.75,1.53,3.38,7.6,265.78,0,2.97,2.3,0,0,8.23,0,0,1.25,0,0,20.83,0,4.57,9.24,0.75,0
 96-106,0,0,0,0,13.68,0.63,3.64,60.35,0,0,37.8,4.15,0,2.41,4.98,3.59,2.23,0,0,6.26,36.63,0,0,0,187.35,1.66,1.19,6.53,0,4.36,14.82,0,0,0.6,0,0,9.29,0,2.62,12.88,5.32,2.49
108-118,0,0,0.41,0,13.05,0,0,81.68,1.39,2.07,28.57,1.24,0,0,7.29,0.72,3.3,1.42,0.45,2.13,34.02,0,0,3.91,265.42,0.46,3.4,4.63,0,0,5.33,0,0,0,0.46,0,12.04,1.22,0,8.85,1.57,0.52
120,0,0,1.37,0,9.54,1.46,0,66.92,1.12,0,47.97,1.88,0,0,7.84,0,0,0,0,0,25.64,1.12,6.75,0,331.61,0,3.23,12.6,0,0,12.48,0,0,0,0,0,21.36,0,8.16,0,1.99,8.45
