stage,erythrocytes,eye,fast.muscle,glial,neural,slow.muscle,somites,spinal.cord
 10-12,0,0,0,0,4.9,0,0,0
 24-34,0,0,0,0,2.01,0,0.71,0
 36-46,0,0,0,1.22,12.09,0,0,0
 48-58,0,0,0.63,0,5.29,2.57,0,0
 60-70,0,0,0,0,5.34,0,0,0
 72-82,1.35,0,0,0,12.34,0,0,3.95
 84-94,2.51,3.08,0,0.59,11.58,0,0,0
 96-106,0,0,0,0,10.7,0.57,0,0
108-118,0,0,6.29,2.61,8.36,1.6,0,0
120,0,0,0,12.14,20.37,0,0,0
