stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1347.68,28190.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,1208.25,15474.03,13.2,0,0,0,0,0,0,0,0,0,47.7,0,0,0,0,0,0,0,0,0,0,0,480.21,6.07,0,0,101.84,0,304.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,214.23,231.21,300.77,0,0,0,810.07,0,0,0,0,0,374.95,0,0,0,0,0,0,0,0,0,0,0,5996.08,204.29,0,0,2024.4,0,7.41,97.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,186.76,250.76,0,26.12,0,453.72,0,0,0,0,0,134.11,0,0,0,0,0,0,0,0,0,0,0,5071.56,88.12,0,0,2055.44,0,11.16,32.3,18.81,249.42,0,22.59,5.09,0,0,0,0,0
 14-21,0.93,3.58,41.27,488.53,276,0,323.85,0,0,0,41.99,15.01,2.92,0.81,2.96,14.51,0,1.25,0,0,220.12,3.2,0,260.23,3025.5,52.82,25.74,37.3,168.9,0,42.75,10.25,770.41,24.13,0,692.92,957.91,0,0,16.58,0,1.41
 24-34,0,2.5,5.71,107.49,40.2,0,424.48,0,0,1.96,43.28,9.06,2.27,1.77,12.8,7.69,3.35,8.28,3.54,1.36,299.2,3.95,2.33,113.85,2244.34,26.55,31.4,28.37,1,0,85.26,0,2.6,10.25,10.41,56.18,625.19,0,0,62.91,0,15.54
 36-46,0,0,0.6,22.4,15.85,0,703.63,0,0,0.57,31.11,2.9,0,1.62,27.33,0.57,6.11,2.85,3.59,2.39,218.29,2.53,7.13,76.63,1354.3,20.14,13.64,12.23,0,0,27.44,0.81,0,2.96,0,0,367.1,0,0,20.54,0,6.68
 48-58,0,0,0,38.59,18.72,0,781.25,0.81,5.26,2.78,43.38,2.29,0,6.06,16.37,2.43,5.12,3.5,0.92,2.11,217.61,1.09,10.03,49.22,719.68,20.21,4.3,24.19,0,0.79,10.13,0,0,0,0,0,129.05,0,0,15.53,0,32.09
 60-70,0,0,0,25.84,3.69,0,479,0,2.67,1.58,40.42,2.17,0,2.13,3.04,10.85,9.5,3.71,0.87,0,130.09,1.83,12.78,33.91,405.38,4.89,1.49,6.65,0,0,3.77,0,0,0.67,0,0,28.34,0,0,4.85,0,0
 72-82,0,0,0,39.37,6.8,0,201.28,1.11,0,3.99,51.83,8.54,0,1,22.86,1.43,13.5,0,4.55,0,128.4,0,4.43,23.17,258,0.89,4.11,8.21,0,0,5.35,0,0,0,0,0,21.71,0,0,11.59,0,0
 84-94,0,0,0,48.13,19.53,1.17,188.5,0,0,0,49.62,9.28,0,2.25,21.55,7.34,6.09,0.78,8.18,0.68,154.86,0,13.29,29.85,192.53,3.41,4.51,3.41,0,0,4.75,0,0,1.4,0,0,5.34,5.38,0.71,26.38,4.58,0
 96-106,0,0,0,33.79,26.31,0,132.63,0.64,1.18,0,59.84,12.68,0,1.64,23.45,2.77,4.2,9.48,12.27,0,103.89,1.22,6.65,24.28,270.46,6.8,0.69,11.45,0,0,9.31,0.7,0,3.35,0,0,10.88,3.83,0.78,15.26,1.17,0
108-118,0,0,0.46,31.74,32.47,0,139.53,0,2,1.56,65.5,9.81,0,1.26,28.97,0.75,10.23,2.15,4.15,0.54,88.82,0,4.31,35.43,347.87,7.22,8.47,9.18,0,0,10.92,0,0,2.39,0,0,7.47,2.11,0,22.62,0.91,10.18
120,0,0,0,17.79,34.27,0,120.29,0,0,0,58.04,8.39,0,0,26.63,0,1.86,1.48,3.61,0,112.03,0,0,22.47,312.43,11.97,0,7.39,0,0,5.86,1.53,0,2.64,0,0,10.14,1.49,4.12,18.89,0,0
