stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,129.34,3855.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.64,0,0,0,0,0,0,0,0,0,0
  5-6,482.55,6291.4,0,0,0,0,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,227.98,36.22,0,0,75.31,0,83.69,0,0,0,0,0,0,0,0,0,0
  7-9,136.04,209.35,0,186.34,0,0,0,432.59,0,0,0,0,0,155.33,0,0,0,0,0,0,0,0,0,0,0,3821.4,108.28,0,0,1345.35,0,3.63,6.94,0,0,0,0,0,0,0,0,0
 10-12,0,43.73,0,183.97,0,36,0,313.19,0,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0,2686.47,40.83,0,0,780.23,0,10.72,0,0,149.01,4.75,0,0,0,0,0,0
 14-21,0,0,0,0.87,30.04,5.46,0,8.07,0,0,0,13.09,4.25,0,0,0,1.82,0,0,0,0,24.55,0,0,23.11,238.8,18.33,1.57,6.63,6.95,0,12.46,0,28.13,3.07,13.32,84.33,0,0,1.98,0,0
 24-34,0,0,0,1,12.51,0.69,0,56.94,0,3.61,0.64,10.22,1.29,0,1.34,0,1.9,0,0,0,3.09,46.98,1.09,0.69,21.2,620.04,4.31,15.4,5.98,0,0,27.7,0,0,1.06,3.15,132.02,0,0,39.92,0,2.51
 36-46,0,0,0,0,3.09,0,0,116.48,0,1.24,0,12.06,0,0,1.26,0.89,0.72,0,0,0,5.38,43.17,0,4.23,14.59,689.65,0.85,4.47,2.57,0,0,5.7,0,0,0,0,126.25,0,0,3.55,0,0
 48-58,0,0,0.46,0,8.51,4.71,0,190.08,0,0.78,0,44.72,3.01,0,1.83,0.54,0.37,1.71,2.09,1.59,0.54,58.43,6.2,3.57,12.31,580.26,1.66,3.16,1.39,0,0,11.29,0.65,0,0.38,0,99.18,0,0,4.93,0,0
 60-70,0,0,0,0,15.08,0,0,315.2,0,0,5.91,45.17,0,0,0.69,0.57,0,1.55,0,0,0.72,68.84,0,0.99,4.12,543.27,5.02,3.62,6.68,0,0,23.72,0,0,0,0,80.45,0,0,6.34,2.04,0
 72-82,0,0,1.24,0,7.47,1.61,0,222.11,0,0.91,1.14,19.33,4.79,0,1.02,1.42,0,0,0,0,0,51.63,0,1.79,7.39,375.05,0,7.65,0,0,1.78,10.18,0,0,8.69,0,36.96,0,0,12.83,0,0
 84-94,0,0,0.94,0,11.05,1.66,0.8,143.57,0,0,0,14.15,1.62,0,0,3.21,1.93,0.74,2.31,0,0.58,75.48,4.44,8.55,9.09,259.65,2.12,0.66,7.8,0,0,28.58,0,0,0,0,16.28,0,1.27,6.87,1.11,1.56
 96-106,0,0,0,0,8.76,9.8,0,91.16,0,0,1.12,22.04,4.92,0,0.82,3.24,0,0,2.41,0,0,42.25,0.71,0,3.1,169.44,0,3.21,1.8,0,2.9,5.89,0,0,0,0,5.68,0,2.64,9.14,1.27,9.65
108-118,0,0,0,0,8.42,3.5,0,98.63,0.52,1.14,0,20.32,7.53,0,0,4.04,1.1,3.84,0.87,2.22,0,44.43,4.11,8.84,2.94,228.04,0,2.23,9.88,0,0,9.96,0,0,0.75,0,2.3,2.12,0.86,8.35,0,6.04
120,0,0,0,0,15.76,41.41,3.69,94.81,0,0,0,1.16,6.23,0,2.95,3.49,0,3.64,0,0,1.45,94.15,16.56,2.47,9.76,339.09,0,3,1.66,0,0,9.24,0,1.12,0,0,12.91,4.74,0,7.02,0,0
