stage,eye,mesenchyme,neural,periderm,spinal.cord
 14-21,0,0,0.92,3.81,0
 24-34,0.77,0,0,0,1.23
 48-58,0,0,0,0,1.26
 72-82,1.67,0,0,0,0
 84-94,0.6,0,0,0.74,0
108-118,0,2.8,0,0,0
