stage,blastomeres,eye,mesenchyme,muscle,neural,notochord,periderm,somites
  5-6,7.12,0,0,0,0,0,0,0
 10-12,0,4.73,0,0,0,0,0,0
 14-21,0,0,0,1.81,0,0,0,0.81
 24-34,0,0,0,3.68,0.75,0,0,0
 36-46,0,0,0.62,0,1.34,0.66,0,0
 60-70,0,0,1.25,0,0,0,0,0
 72-82,0,2.47,0,0,0,0,0,0
 84-94,0,0,0.7,0,0,0,0,0
 96-106,0,0,0,0,0,0,1.7,0
