stage,blastomeres,endoderm,eye,glial,hatching.gland,mesenchyme,neural,notochord,paraxial.mesoderm,spinal.cord
  3-4,89.14,0,0,0,0,0,0,0,0,0
  5-6,56.29,0,0,0,0,0,7.66,0,0,0
  7-9,0,7.52,10.18,0,6.42,0,44.87,3.59,23.57,0
 10-12,0,0,0,0,0,0,11.97,0,10.7,0
 14-21,0,0,0,0,0,0,0,0,0,1.03
 24-34,0,0.74,0,0,0,0,1.57,0,0,0
 36-46,0,0,0.96,0,0,0.64,0.85,0,0,0
 48-58,0,0,0.67,1.46,0,0.38,2.53,0,0,0
 60-70,0,0,0,0,0,1.53,0,0,0,0
120,0,0,3.13,0,0,0,0,0,0,0
