stage,eye,ionocyte,mesenchyme,neural,periderm
 36-46,0,5.33,0,0,1.13
 48-58,0,0,0.61,0,0
 60-70,0,0,0.87,8.52,0
 84-94,1.79,0,0.7,0,0
108-118,0,0,4.07,0,0
120,0,0,0,7.84,0
