stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,857.29,12249.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,851.86,11930.84,0,10.49,0,0,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,365.81,17.44,0,0,128.46,0,317.23,0,0,0,0,0,0,0,0,0,0,0
  7-9,102.34,106.82,0,89.68,0,0,0,90.01,0,0,0,0,0,48.93,0,0,0,0,0,0,0,0,0,0,2420.07,197.98,0,0,1232.25,0,0,61.25,0,12.75,0,0,0,0,0,0,0,0
 10-12,0,60.98,0,76.57,0,4.89,0,28.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.06,125.54,0,0,732.14,0,0,66.13,4.36,79.98,0,31.93,3.28,0,0,0,0,0
 14-21,0,0,0,7.08,38.8,4.32,0,3.3,0,0,0,0,6.42,0.95,4.76,0,0,0,0,0,9.16,1.79,0,17,64.32,84.11,1.51,1.07,5.59,0,0,1.9,34.68,5.6,77.74,192.05,18.91,0,0,4.2,0,0
 24-34,0,0,2.38,0.61,16.51,0,0,8.86,0,4.27,0.64,2.36,0,0,6.86,0,4.27,0,1.07,4.67,15.12,0.69,0,11.32,137.53,29.34,23.18,18.56,0,0,0.95,0,0,24.65,0.67,16.96,41.68,0,0,26.35,0,0
 36-46,0,0,0,0,20.13,17.02,0,57.42,0,2.14,0,0,1.44,0,3.37,4.65,3.01,0,0,0,25.07,0,0.68,5.73,273.8,13.12,12.74,3.98,0,0,0,0,0,10.59,6.66,0,38.53,0,0,30.08,0,0
 48-58,0,0,0,0,20.11,0,0,85.64,0,1.17,0,15.1,3.93,0,2.42,1.46,1.47,1.96,0.45,1.44,33.41,0,7.56,1.87,515.39,31.1,4.26,5.22,0,0.48,1.53,0,0,9.82,4.54,0,109.04,0,0,37.5,0,0.54
 60-70,0,0,0,0,22.41,0,0,296.81,0,15.11,6.8,4.4,6,0,4.85,5.23,1.43,0,0,0,48.08,0,0.62,7.08,575.74,21.92,1.99,11.24,0,0,0,0,0,4.59,0,0,63.44,0,2.1,39.95,1.54,0
 72-82,0,0,0,0,17.21,0,0,421.2,1.57,0,0,28.77,2.69,0,8.02,4.11,3.47,1.25,2.23,3.34,78.17,0.56,4.41,2.04,655.96,9.85,11.16,17.06,0,2.17,4.24,0,0,3.67,2.28,0,52.13,0,6.87,78.2,1.88,8.98
 84-94,0,0,0,0,33.73,0.92,0,220.27,0.79,5.99,1.47,20.7,7.5,0,5.71,10.36,4.59,8.94,0.61,3.68,76.29,1.13,2.89,1.04,512.91,10.95,5.6,26,0,0,3.79,0,0,15.25,0,0,54.15,1.17,0,68.87,0,0
 96-106,0,0,0,2.12,20.9,4.32,0.97,275.03,0,2.12,0,9.26,2.29,0,4.51,2.79,2.42,0,0,11.52,31.44,0,1.24,10.76,366.42,1.19,12.16,22.67,0,2.13,15.7,0,0,7.32,0,0,16.77,0,4.66,81.99,2.62,0
108-118,0,0,0,2.33,53.82,0,2.17,233.56,0,10.67,0,13.87,2.99,0,2.14,15.42,3.94,0,1.03,7.54,55.79,0,0,2.2,439.67,9.39,4.92,23.72,0,4.81,2.12,0,0,7.58,0,0,17.07,0,0,50,0,4.66
120,1.12,0,0,16.16,79.68,0,1.71,415.93,1.25,28.88,8.73,54.84,0,0,0,21.44,8.37,3.33,6.66,0,64.11,0,2.75,0,973.42,24.26,0,74.97,0,0,1.14,0,0,14.89,0,0,58.01,0,0,45.94,0,0
