stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,252.8,6550.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.73,0,0,0,0,0,0,0,0,0,0,0
  5-6,141.75,1843.14,0,0,0,0,0,0,0,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,95.4,0,0,0,71.83,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,46.02,64.33,0,68.55,0,0,184.66,0,0,0,0,0,22.65,0,0,0,0,0,0,0,0,0,0,0,1826.15,95.06,0,0,544.54,0,0,22.38,0,0,0,0,0,0,0,0,0,0
 10-12,0,119.96,0,120.62,0,25.05,353.08,0,0,0,0,0,20.49,0,0,0,0,0,0,0,0,0,0,0,2329.47,185.97,0,0,758.4,0,0,0,0,70.64,0,0,15.42,0,0,0,0,0
 14-21,0,0,0,4.76,29.94,7.14,36.3,0,0,0,22.33,1.93,0,0.97,0,0,0,0,0,0,20.75,0,0,23.81,1321.29,2.85,3.12,5.86,6.58,0,0,0.9,20,30.91,0,29.34,452.07,0,0,5.9,0,0
 24-34,0,0,1.51,2.57,13.75,2.53,126.54,0,0,0.74,62.88,0.71,0,1.56,1.07,0,2.16,0.75,0.99,0,90.57,0,0,18.73,5168.3,3.95,8.29,21.15,0,0,3.98,0,2.33,18.95,1.03,5.65,1007.45,0,0,11.25,0,0
 36-46,0,0,0.78,1.25,11.19,1.12,253.77,1.33,2.46,0,119.73,0,0,2.56,1.32,0,0,0,0.94,6.38,78.18,0.95,0,18.4,6442.01,0,9,5.86,0,0,6.15,0.81,0,6.78,0,0,1551.65,0,0,6.66,0,7.46
 48-58,0,0,0,0,2.35,0.65,190.97,0,0,0.49,209.54,0,0,2.12,1.39,0,5.68,0.92,1.66,7.43,97.21,0,1.14,16.72,1890.84,0.51,8.71,14.35,0,0.39,4.05,0,0,2.15,0,0,658.22,0,0.64,7.66,0,3.95
 60-70,0,0,0.57,0,7.22,0,171.45,0,4.13,0.64,99.14,0,0,0.75,5.47,0,1.16,0,0,0,93.64,0,3.97,12.31,756.87,0.83,1.19,17.31,0,2.16,0,0,0,6.73,0,0,149.8,0,0.8,5.21,0,5.1
 72-82,0,0,1.78,0,4.81,0,64.27,0,1.19,0,46.46,0.56,0,0.51,0,0,0,0,0,0,46.04,0,1.07,5.88,267.43,0,9.8,6.68,0,0.72,0.6,0,0,1.53,0,0,19,1.16,0,6.18,2.24,0
 84-94,0,0,0,0,1.58,5.62,93.19,3.35,0,1.59,46.12,1.73,0,0,3.13,0,0.66,0.69,0,0.96,49.52,0,4.05,7.05,263.43,0,1.55,5.18,0,0,0.72,0,0,1.09,0,0,48.21,0,0,11.04,0,0
 96-106,0,0,0.81,0,4.69,0,38.84,4.97,0.62,0,31.69,1.31,0,1.55,5.71,0,0,0,1.77,0,24.59,0,0,3.89,127.32,0,3.64,5.17,0,0,0.63,0,0,0.6,0,0,4.8,0,0,6.02,0,0
108-118,0,0,0.54,0,3.68,0.92,48.1,0,0,0,38.29,0.78,0,3.87,4.7,0,4.59,0,0.5,2.36,18.13,0,1.7,4.59,194.32,0,6.55,3.52,0,2.39,0,0,0,3.83,0,0,4.16,0,0,2.21,0,0
120,0,0,2.94,0,1.47,0,66.64,0,0,0,52.8,0,0,0,16.78,1.63,0,0,0,0,38.6,0,1.41,2.81,237.43,0,0,2.57,0,0,0,0,0,8.1,0,0,0,1.84,0,15.79,0,0
