stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,237.66,2764.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.52,0,0,0,0,0,0,0,0,0,0
  5-6,254.88,2402.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,22.44,0,46.03,0,0,0,0,0,0,0,0,0,0
  7-9,57.33,33.35,0,27.37,0,0,0,93.01,0,0,0,0,0,30.51,0,0,0,0,0,0,0,0,0,0,0,778.56,22.26,0,0,208.82,0,8.28,5.11,0,0,0,0,0,0,0,0,0
 10-12,0,19.18,0,41.85,0,11.32,0,54.12,0,0,0,0,0,40.03,0,0,0,0,0,0,0,0,0,0,0,871.02,32.13,0,0,262.75,0,11.92,4.94,0,22.64,0,9.29,0,0,0,0,0
 14-21,0,1.36,0,22.21,324.56,138.75,0,108.91,0,0,0,28.46,14.6,0,2.73,4.3,37.38,0,0,0,0.86,112.23,0,0,45.41,1064.35,17.7,6.45,40.19,33.28,0,112.53,6.99,86.06,30.89,78.74,362.46,0,0,31.77,0,4.66
 24-34,4.02,0,5.1,10.4,133.77,15.98,0,254.47,0,21.3,5.06,80.61,2.83,0,18.15,12.48,93.6,1.35,16.29,1.43,0.62,200.57,10.37,0.89,82.07,2126.71,21.5,45.52,28.93,0,2.13,231.4,0,3.26,10.51,32.6,481.88,0,0,152.59,0,25.31
 36-46,0,0,0.95,1.69,72.44,3.65,0,295.38,0,9.27,16.02,137.85,5.33,0,5.34,21.94,41.17,2.17,9,0.77,1.44,198.65,11.1,5.87,56.59,1457.4,28.15,72.57,18.96,0,2.85,221.51,1.54,0,2.09,0,480.27,0,0,67.86,0,4.52
 48-58,0,0,1.57,0.53,58.52,0.39,0,333.43,0,11.43,13.5,227.98,0,4.92,2.61,23.01,26.54,0,5.4,1.42,1.66,219.5,9.49,6.95,32.76,683.97,4.72,26.4,10.93,0,0,116.96,0,0,8.79,0,378.84,0,0.42,32.83,0,17.73
 60-70,0.81,0,2.42,0,73.13,11.87,0,250.34,0,22.7,20.96,230.99,10.36,4.97,1.38,43.27,12.89,4.86,16.42,2.28,1.24,348.07,20.36,17.65,21.33,359.76,2.55,36.22,28.63,0,0.63,80.24,0,0,0.64,0,122.99,3.64,5.5,51.43,2.61,33.86
 72-82,0,0,7.36,2.24,45.37,9.82,0,159.27,0,10,17.15,171.49,21.18,1.01,6.81,36.56,27.62,5.59,16.62,3.81,1.45,337.75,24.14,33.2,26.2,220.79,4.65,49.08,28.64,0,2.95,86.8,1.65,0,3.06,0,36.83,12.29,8.73,58.62,10.25,4.88
 84-94,0,0,10.1,0,124.3,17.43,0,202.25,0,15.66,25.41,190.44,32.49,8.33,9.41,69.96,42.9,8.53,9.23,4.66,3.53,401.1,23.83,15.22,26.59,220.11,10.37,55.59,32.62,0,2.57,268.79,0,0,7.36,0,49.43,26.37,10.7,102.28,12.02,13.04
 96-106,0,0,9.15,0,90.29,21.28,0,221,0,23.92,13.23,153.84,30.7,0,2.4,91.01,59.27,11.02,25.94,0.93,0.68,257.3,48.26,28.42,22.76,141.71,1.9,53.07,27.91,0,7.7,224.75,2.06,0,1.3,0,13.93,30.08,5.64,66.63,16.22,12.07
108-118,0,0,9.12,2.89,122.17,11.56,9.49,180.7,15.19,21.28,27.18,154.88,37.91,0,0,65.78,47.45,13.34,11.55,8.9,1.8,325.01,35.23,17.26,16.71,194.16,6.97,39.39,42.5,0,13.44,148.3,0,0,5.71,0,11.38,25.17,6.43,68.39,7.74,13.03
120,0,0,4.38,0,87.07,14.72,2.59,238.31,0,21.15,56.17,188.74,45.93,0,1.17,124.28,32.43,5.84,22.12,13.17,0,239.03,0,44.34,36.93,105.89,6.25,17.91,11.77,0,0,151.06,0,0,0,0,29.73,17.21,2.93,62.82,7.13,0
