stage,blastomeres,eye,glial,gut,neural,pronephros,spinal_cord
  5-6,13.39,0,0,0,0,0,0
 10-12,0,0,0,0,3.2,0,0
 14-21,0,0,0,0,0,0,0.96
 36-46,0,0,0,0,3.12,0,1.03
 48-58,0,0,0,0,1.4,0,0
 60-70,0,0,0,0,8.16,0,0
 72-82,0,0.69,1.31,0.76,6.26,0,0
 84-94,0,0,0,0,2.1,0.6,0
 96-106,0,0,0,0,6.12,0,0
108-118,0,0.68,0,0.63,0,0,0
