stage,eye,glial,mesenchyme,mural_cell,neural,otic,spinal_cord
 14-21,0,0,0,0,1.16,0,0
 24-34,0,0,0,0,0,0,3.82
 36-46,0,0,0,0,1.94,0,0
 48-58,0,0,0,0.45,1.41,0,0.99
 60-70,10.41,6.78,0.88,0,2.18,0,0
 72-82,0,0,0,0,3.38,0,0
 84-94,0,0,1.2,0,2.91,1.19,0
 96-106,0,0.9,0,0,0,0,0
108-118,0,2.61,0,0,5.08,0,0
