stage,blastomeres,fin.epithelia,gut,immune,mesenchyme,neural,paraxial.mesoderm,periderm,pronephros,spinal.cord
  5-6,7.34,0,0,0,0,0,0,6.94,0,0
 10-12,0,0,0,0,0,10.92,7.19,0,0,0
 24-34,0,0,0,0,0.78,0,0,0,0.69,0
 48-58,0,0,0,0,0,0,0,2.45,0,0
 72-82,0,0.5,0,0,0,0,0,4.24,0,0
 84-94,0,0,0,0.58,0,0,0,1.69,0,0
 96-106,0,0,0,0,0,0.99,0,0.58,0,1.92
108-118,0,0,0.52,0,1.04,0,0,0,0,0
120,0,0,0,1.47,0,0,0,6.27,0,0
