stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.67,121.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,57.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.46,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.22,0,16.51,0,0,22.91,0,0,0,0,0,6.77,0,0,0,0,0,0,0,0,0,0,0,191.26,0,0,0,8.09,0,0,14.56,0,16.27,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.22,10.07,3.49,8.61,0,1.16,0,6.49,0,0,1.07,0,0,0,0,0,0,9.38,0,0,2.31,103.37,1.78,0.96,0,0,0,0,0.91,6.09,1.78,2.43,13.59,23.8,0,0,2.13,0,0
 24-34,0,0,0,0,5.61,4.47,25.11,0,0,1.47,10.38,0.68,0,0.67,1.63,4.96,0,0.65,0.65,0,18.86,0,0.81,9.95,332.44,0,10.39,3.88,0,0,2.53,0,1.03,11.31,1.87,3.26,54.96,0,0,8.65,0,2.08
 36-46,0,0,0.98,0,2.57,0,51.04,0,0,2.31,20.37,0,0,2.21,0.89,0,0,0,0,8.82,36.21,0,0,9.76,323.94,0,6.46,1.01,0,1.69,8.64,0,0,0,0,0,57.53,0,0,4.65,0,0.57
 48-58,0,0,0,0.4,5.58,0,109.46,0,0.4,1.8,41.29,1.34,0,0.48,2.43,0.83,0,0.91,0,0,55.69,0.45,10.54,5.05,254.94,0,2.49,0.82,0,0,3.18,0,4.68,0.91,1.48,0,66.28,0,0,3.3,0,3.26
 60-70,0,0,0,0,0.65,0,176.87,4.45,0,3.92,18,0.58,0,0,2.45,0,0,0,0,1.05,82.67,0,3.53,6.36,146.87,0,1.02,9.56,0,0,5.49,0,0,0.59,0,0,18.62,0,2.31,2.61,0,0.7
 72-82,0,0,0,0,5.52,0.58,204.8,0,0,6.04,39.52,7.86,0,0.91,0.68,1.27,2.65,3.5,1.4,0,63.06,0.67,0,6.28,177.89,0.5,1.55,0.65,0,0,3.06,1.65,0,2.77,1.81,0,22.49,0,1.91,7.31,0,19.72
 84-94,0,0,0,0,11.78,0.57,118.36,0,1.12,3.01,23.41,1.56,0,4.35,4.31,1.91,0.57,0,1.24,0,60.75,0,0,5.34,114.15,0,6.72,2.31,0,0,6.65,0,0,2.07,0.63,0,8.58,0.74,4.43,3.2,2.49,0.74
 96-106,0,0,0,0,8.97,3.87,109.59,0.67,0,1.1,11.91,3.17,0,1.16,0.62,3.41,3.41,3.07,5.13,0,72.76,0,0,11.06,136.14,0.57,6.83,4.82,0,2.41,7.04,0,0,3.77,0.6,0,0.67,1.68,2.01,10.39,1.48,7.17
108-118,0,0,0,0,8.52,0.96,140.93,0,0.72,0,34.13,2.08,0,0,2.56,2.7,2.11,1.24,6.45,0.66,48.78,0.53,0.97,6.63,139.11,0.56,2.97,5.59,0,0,3.95,0,0,0.45,0.98,0,7.83,2.39,0,12.61,2.82,1.25
120,0,0,2.96,0,14.82,2.33,144.11,0,0,1.49,23.45,6.22,0,0,13.3,1.65,0,0,0,0,15.7,0,0,5.08,167.51,0,0,2.8,0,0,1.3,0,0,5.79,0,0,0,0,0,5.44,7.27,0
