stage,epidermis,eye,fast.muscle,glial,mesenchyme,muscle,neural,notochord,periderm,spinal.cord,vasculature
 14-21,0.81,0,0,0,0,0,0,0,0,1.72,0
 24-34,0,0,0,1.57,0,0.78,4.07,0,0,0,0
 36-46,0,0.66,0,0,0.56,0,1.47,0,0,0,0
 48-58,0,2.97,0,0,0.95,0,7.38,0,0,0,2.04
 60-70,0,4.74,0,0,1.84,0,8.87,0.66,0,0,0
 72-82,0,1.89,0,0,0,0,8.6,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,4.61,7.66,0
 96-106,0.93,0,10.06,0,0,0.63,0,0,0,0,0
108-118,0,1.43,0,0,0,0,5.65,0,0,0,0
120,0,0,0,0,4.96,1.62,5.8,0,5.09,0,0
