stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching.gland,neural,notochord,paraxial.mesoderm,periderm,pgc,pronephros,somites
  3-4,54.46,1511.96,0,0,0,0,0,0,0,14.43,0,0,0
  5-6,29.26,1812.92,10.71,0,0,0,71.86,44.49,15.53,45,0,0,0
  7-9,31.76,68.16,96.33,0,137.94,76.77,1292.38,49.84,450.56,8.68,40.34,0,0
 10-12,0,67.61,93.58,18.82,107.29,29.27,1609.01,118.34,565.73,0,6.79,32.78,11.47
