stage,epidermis,eye,fin.epithelia,glial,gut,mesenchyme,muscle,neural,periderm,spinal.cord,visceral.smooth.muscle
 24-34,0,0,0,0,0,0,0,0,0,0.62,0
 36-46,0,0.8,0,0,0,0,0,2.66,2.52,0.8,0
 48-58,0,0.77,0,0,0,0,0,2.72,0,0,0
 60-70,0,2.98,0.9,0,0,0,0,19.24,2.41,7.88,0
 72-82,0,0.68,0,0,1.07,0,0.6,19.65,1.87,6.91,0
 84-94,0,6.31,0,0,0.67,4.28,0,1.13,2.67,0,2.35
 96-106,0,0,0,1.22,0,3.1,0,2.62,1.57,0,0
108-118,0,0,0.48,0,0.64,3.17,0,2.23,1.2,0,0
120,2.52,0,0,0,0,2.92,0,16.31,1.87,0,0
