stage,epidermis,erythrocytes,eye,fin.epithelia,iridophores,neural,otic,periderm
 14-21,1,0,0,0.95,0,0.92,0,3.33
 24-34,0,0,0,0,0,3.84,0,0.78
 36-46,0,0,8,0,0,4.31,0,0
 48-58,0,0,0,0,0,2.35,0,0
 60-70,0,0,0,0,0,0.98,0,0
 72-82,5.89,0,0,0,0,1.69,0,0
 84-94,0,0,0,0,0.68,0,0,0.88
 96-106,0,0,0,0,0,0,0.65,1.5
108-118,0,1.33,0,0,0,0,0,0
120,0,0,0,0,0,0,0,1.3
