stage,eye,mesenchyme,neural,olfactory
  5-6,0,0,14.19,0
  7-9,0,0,8.35,0
 10-12,8.01,0,0,0
 24-34,0,0,0,2.27
 36-46,0,0,1.35,0
 48-58,0,0,1.08,0.75
 60-70,0,0,5.24,1.1
 72-82,1.21,0,0,1.48
 84-94,0,0.9,2.73,0
 96-106,1.39,0,0,4.93
108-118,0,0,0,3.4
120,0,0,0,3.5
