stage,erythrocytes,eye,glial,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord
 14-21,0.83,0,0,0,0,1.76,0,0,1.83
 24-34,0,0,0,0.6,0,2.95,0,0,3.17
 36-46,0,1,0,0,0,8.53,0,0,1.9
 48-58,0,0.67,0.99,0,0,3.64,0.8,0,3.98
 60-70,0,11.33,0,0,0,11.04,0,0,0
 72-82,0,0,0,0,0,0.53,0,0,0
 84-94,0,5.01,1.45,0,0,9.27,0,0,0
 96-106,0,9.44,0,0,0.76,1.03,0,1.22,0
108-118,0,1.61,6.86,0,0,5.79,0,0,0
120,0,2.84,0,0,0,0,0,0,0
