stage,blastomeres,epidermis,eye,neural,periderm
  5-6,10.45,0,0,0,0
  7-9,0,0,0,3.42,0
 36-46,0,0,0,1.5,0
 48-58,0,0,0.6,2.55,3.17
 60-70,0,0,0,0.77,0
 72-82,0,0,0,2.81,0
 84-94,0,1.37,0.64,0,0
