stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mural.cell,muscle,neural,notochord,olfactory,otic,pericytes,periderm,slow.muscle,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0,0,52.38,0,0,0,0,0,0,0.6,2.74,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,422.01,0,0,0,0,0,0,0.68,4.91,0,0,0,0,0,0,0.91,0,0,0,0,6.02
 48-58,0,0,5.18,0,19.95,0,2.38,0,1.02,0,0.59,1450.74,0,0,0.41,0,4.71,0,0.53,16.23,0,0,0,0,0.4,0,13.73,0,0,0,0,0
 60-70,0,0,70.66,0,40.38,0,0,0,0.98,1.57,0,4518.2,0,0,2.35,0,7.6,6.79,0,105.02,0.58,0,0,0,7.36,0,15.81,0,0,11.54,3.57,0
 72-82,0.87,4.29,10.59,0,59.16,11.63,0,1.01,7.5,0,31.87,5310.52,0,0,0.81,0,33.25,0,2.29,100.47,0.58,0,1.46,0,4.78,0,4.83,4.18,2.7,7.01,1.37,0
 84-94,0,3.42,103.88,0,112.72,0.7,3.3,0,5.9,0,0,8527.63,0.6,1,0,0,26.55,4.63,0,88.57,8.6,0,0,0,40.99,0,6.91,2.89,2.08,10.55,0,11.17
 96-106,0,3.58,113.94,1.12,92.71,0,0,0,13.94,1.43,0.92,10327.65,0,0,0,35.64,25.91,0.66,1.04,94.85,0,0,2.02,2.5,9.74,0,0,0,6.99,7.8,2.83,0
108-118,0,14.71,28.99,3.12,114.9,0,0,0.72,24.36,2.05,3.22,8768.9,0,0,0,2.53,22.34,1.32,8.02,129.54,0.43,4.09,2.32,3.27,17.67,0.44,0.61,0,1.93,6.31,3.23,2.33
120,0,22.25,10.86,4.06,105.5,0,3.55,0,20.82,2.42,0,15023.57,0,4.88,0,0,75.71,0,0,188.33,0,0,0,0,3.22,0,0,0,0,18.5,0,0
