stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,896.31,17043.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.17,0,0,0,0,0,0,0,0,0,0,0
  5-6,1347.43,18363.04,0,10.71,0,0,0,0,0,0,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,683.78,23.29,0,0,212.31,361.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,252.06,320.69,0,390.6,0,0,0,1520.55,0,0,0,0,0,474.08,0,0,0,0,0,0,0,0,0,0,0,10554.23,299.08,0,0,3741.96,14.88,91.36,0,0,0,0,0,0,0,0,0,0
 10-12,0,312.26,0,488.81,0,81.08,0,914.63,0,0,0,0,0,163.09,0,0,0,0,0,0,0,0,0,0,0,7227.94,197.45,0,0,2618.88,10.81,64.72,4.36,334.73,0,5.26,13.76,0,0,0,0,0
 14-21,0,0,0,10.82,202.43,79.48,0,35.48,0,0,0,6.51,1.05,5.85,1.93,0,0.83,0,0,0.93,0,37.69,0,0,41.77,391.05,15.74,3.13,13.6,57.11,4.93,6.92,161.14,9.4,13.62,125.69,174.31,0,0,11.95,0,0
 24-34,0,0,0,3.32,19.87,2.81,0,32.5,0,0.85,0,5.07,0.91,0,0.98,0.62,3.15,0,0,0,0,21.8,0.63,0,11.83,170.03,1.35,5.73,3.97,0,13.88,3.13,0,4.09,0,14.23,36.18,0,0,6.89,0,0
 36-46,0,0,0,0.63,23.69,0,0,41.79,0.66,2.76,1.17,8.21,11.24,0,1.65,1.39,0,0,1.45,2.94,0,13.75,1.55,0,8.82,213.91,1.69,4.05,4.47,0,37.74,1.69,0,9.66,0,0,52.65,0,0,3.52,0,9.37
 48-58,0,0,0,0,12.62,0,0,55.85,0,6.31,1.41,11.22,1.74,0.37,0.9,7.93,0.55,5.61,0.38,3.12,1.85,13.47,0,1.66,7.56,160.23,4.84,0.91,11.99,0,12.28,1.63,0,0,0,0,19.92,0,0,2.06,0,0
 60-70,0,0,0,0,21.29,0.61,0,98.26,0,14.27,1.84,5.65,8.34,0,0,5.89,0.67,3.97,0,0,0,18.57,3.64,0.78,3.41,155.1,2.09,6.38,6.37,0,22.49,0,0,0.76,0,0,9.15,0,0,6.43,0,0
 72-82,0,0,1.18,0,21.09,7.32,0,103.94,0,2.95,2.45,23.46,8.84,0,2.99,5.21,0.52,0.52,1.43,1.2,0,36.75,0.58,2.03,0.63,145.91,0,16.26,9.12,0,13.98,0,0,1.96,0,0,23.27,0.97,0.61,9.61,1.28,0
 84-94,0,0,1.71,0,17.2,5.61,0,61.14,0,11.56,1.26,4.66,8.33,0.76,0,2.07,0.82,0,0.69,2.68,0,22.7,5.55,0,1.17,116.34,2.32,5.52,7.59,0,46.07,0,0,2.41,0,0,1,0,3.53,6.63,0,0
 96-106,0,0,2.85,0,11.93,17.57,2.24,43.05,0,6.38,0,10.18,3.82,0,0.88,2.13,1.26,1.05,0.78,4.7,2.34,5.36,3.36,2.3,4.13,41.27,0,4.22,5.14,0,43.98,2.44,0,0,0,0,0.67,0,0,0,0,0
108-118,0,0,0.57,0.49,27.29,5.79,2.69,37.47,0,19.76,1.97,9.49,5.75,0,0,5.43,2.25,0.98,0,0.64,0.75,31.75,2.75,0,7.92,73.33,0,5.05,12.77,0,20.68,2.47,0,1.38,0,0,4.96,2.27,1.74,9.87,0,0
120,0,0,2.94,0,91.28,3.22,14.33,31.89,0,6.01,8.03,24.25,2.75,0,0,10.42,1.06,0,2.89,3.67,0,26.73,1.37,0,0,257.36,0,3.5,7.6,0,38.5,6.33,0,6.16,0,0,8.73,0,0,5.18,0,0
