stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,235.46,5002.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.39,0,0,0,0,0,0,0,0,0,0,0
  5-6,667.28,8650.38,0,0,0,0,0,0,0,0,0,0,96.47,0,0,0,0,0,0,0,0,0,0,0,332.41,0,0,0,69.48,0,94.38,0,0,0,0,0,0,0,0,0,0,0
  7-9,180.61,141.34,0,131.12,0,0,489.62,0,0,0,0,0,79.92,0,0,0,0,0,0,0,0,0,0,0,3690.4,160.72,0,0,1264.34,0,0,6.2,0,0,0,0,0,0,0,0,0,0
 10-12,0,77.67,0,138.14,0,11.43,321.83,0,0,0,0,0,42.56,0,0,0,0,0,5.32,0,0,0,0,0,2323.1,45.69,0,0,630.39,0,0,0,0,85.9,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.63,70.72,12.78,35.62,0,1.17,0,10.21,3.82,2.09,4.14,0,0,0,0,0,1.01,38.42,0,0,19.2,592.95,9.38,6.4,2.52,9.47,0,1.67,0,81.07,3.95,0.99,41.94,174.39,0,0,1.8,0,0
 24-34,0,0,0,2.89,13.46,2.44,72.6,0,0.62,3.39,14.91,1.8,0,8.12,0.6,0,0,0,1.14,2.21,63.34,1.51,0,13.69,920.56,0.61,7.79,4.15,0,0,7.89,0,0.95,0.7,0,7.1,185.68,0,0,23.23,0,1.89
 36-46,0,0,0,0,8.02,0,123.32,0,0,0.72,37.71,1.66,0,1.68,0,1.15,1.49,0,0,0,53.28,0,0.6,10.74,572.48,3.59,2.12,1.43,0,0,10.63,0,1.39,3.97,0,0,114.94,0,0,10.96,0,0
 48-58,0,0,0.42,0,6.47,3.25,148.64,0,0,0.86,42.88,0,0,2.56,0,3.71,0,0.61,6.16,0,61.65,1.46,2.12,9.14,395.51,0.45,1.67,0.97,0,0,3.88,0,0,0.52,0,0,84.9,0,0.42,4.55,0,1.44
 60-70,0,0,0.62,0,1.22,0,125.51,0.65,0,3.22,45.6,0.85,0,0,0,0,0,1.04,1.35,0,49.21,0,7.38,6.19,228.76,6.21,1.97,0,0,1.9,0.75,0,0,0,0,0,21.39,0,0.9,8.92,0,8.01
 72-82,0,0,0,0,5.86,1.45,76.99,0,0,1.96,37.08,0.92,0,1.47,0.68,0,0,0,4.81,0,50.97,0,6.39,7.26,198.6,0,2.98,3.31,0,0,0.53,0,0,0,0,0,23.91,0,1.55,14.81,0,0
 84-94,0,0,0,0,12.54,1.2,57.78,0,0,1.56,26.56,2.97,0,4.19,0,1.42,0,0,0,0,41.73,0,2.23,2.52,92.98,0,3.46,2.33,0,0,3.89,0,0,0,0,0,21.38,0,0,1.61,0,9.81
 96-106,0,0,0,0,7.82,4.88,59.15,0,0,2.05,22.56,1.49,0,0,2.33,0,1.75,0,0,0,42.7,4.41,2.42,7.5,134.31,1.02,2.93,5.14,0,0,5.8,0,0,2.54,0,0,2.11,0,2.03,6.32,4.57,1.89
108-118,0,0,0,0,9.15,1.92,18.79,1.02,0,0.73,35.28,2.9,0,0,1.38,0,2.65,2.27,0,0,68.77,0,0,8.22,131.58,5.86,1.11,3.12,0,0,6.86,0,0,1.07,0,0,11.51,0.68,0,5.57,1.1,6.1
120,0,0,0,0,6.7,1.16,52.49,0,1.01,0,41.83,5.27,0,0,0,1.45,0,0,4.98,11.42,22.85,0,4.55,5.26,155.8,3.77,0,0,0,0,26.28,0,0,0,1.32,0,9.15,0,0,2.95,1.45,0
