stage,axial,blastomeres,endoderm,eye,neural,periderm,spinal.cord
  5-6,13.06,0,0,0,0,0,0
  7-9,0,5.67,0,0,4.38,0,0
 10-12,0,0,12.18,3.28,0,0,0
 24-34,0,0,0,0,0.91,0,0
 48-58,0,0,0,0.44,2.57,0,0.82
 60-70,0,0,0,0,1.38,0,0
 72-82,0,0,0,0,3.98,0,0
 84-94,0,0,0,6.16,0,0,0
 96-106,0,0,0,0,0,2.51,0
