stage,eye,glial,mesenchyme,neural,periderm,spinal.cord,visceral.smooth.muscle
  7-9,0,0,0,3.49,0,0,0
 10-12,7.86,0,0,40.18,0,0,0
 14-21,0,1.75,0,0.8,3.03,1.92,0
 24-34,0,0,0,2.46,0.75,0,0
 48-58,0.9,0,0.69,3.12,0,0.92,0
 60-70,0,0,0,0.57,0,0,0
 72-82,0.68,0,0,0,0,0,0
 84-94,0.84,0,0,3.17,0,0,0
 96-106,0,0,0,0,0,0,2.04
108-118,0,0,0,4.46,0,0,0
