stage,epidermis,erythrocytes,eye,heart,immune,ionocyte,mesenchyme,mural.cell,neural,vasculature
 14-21,1.27,0.89,0,0,0,0.95,0.82,0,0.8,1.05
 24-34,0,0,0.65,0,0,0,0,0,0,11.75
 36-46,0,0,0,0,0,0,0,0,0.55,3.12
 48-58,0,0,0,0,0,0,0,0,6.42,0.62
 60-70,0,0,0,0.62,0,0,0,0,0,0
 72-82,0,0,2.02,0,0,0,0,0.92,0,3.59
 84-94,0,0,0,0,0,0,0,0,0,0.59
 96-106,0,0,0,0,0,0,0,0.68,0,0.78
108-118,0,0,0,0,1.01,0,0,0,0,5.47
120,0,0,0,0,0,0,0,0,0,1.44
