stage,eye,glial,liver,melanocytes,mesenchyme,muscle,neural,notochord,spinal_cord
 10-12,0,0,0,0,0,0,5.76,0,0
 14-21,1.8,0,0,0,0,0,0,1.01,1.27
 24-34,0,0,0,0,0,0.67,8.31,1.5,1.87
 36-46,0,0,0,0,0,0,2.33,0,1.77
 48-58,1.86,0,0,0,0.47,0,3.31,0.53,0
 60-70,0,0,0,0,0,0,7.04,0,0
 72-82,0,0,0,0,0,0,2.98,0,0
 84-94,0.89,0,0,0,0,0,0,1.84,0
 96-106,0,0,1.56,0,0,0,0.87,0,0
108-118,0.48,3.34,0,1.68,1.41,0,0.46,0,0
120,0,0,0,0,0,0,7.39,0,0
