stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,75.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,9.57,55.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.82,0,0,0,0,0,0,0,0,0,0,0,10.36,0,0,0,0,0,0,0,0,0,0,0,18.27,5.97,0,0,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,11.85,0,0,0,0,0,0,0,0,0,0,0,22.51,0,0,0,5.52,0,7.72,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.01,3.95,1.37,0,2.59,0,0,0,1.34,0,1.74,0,0.94,2.34,0,0,83.09,0,3.15,0,0,1.3,21.56,44.81,0,0,0,0,9.6,0.91,4.09,0,0,18.56,1.86,0,0,3.68,0,0.97
 24-34,0,0,0,0,0.68,0,3.66,0,0,0,0,0.73,1.08,1.04,0.64,4.64,1.64,0,63.92,9.71,8.77,0,0,6.98,71.48,8.61,0,0,0,0,29.84,0,4.11,0.63,6.94,2.66,23.14,0,0,6.78,0,3.62
 36-46,0,0,0,3.34,0.6,0,17.88,5.89,5.92,0,0,0.74,0,0,6.63,4.82,1.36,0,9.39,26.3,11.87,0,0.55,2.41,120.87,1.68,0.81,0,0,0,11.25,0.74,0,0.58,0,0,11.94,0,0,3.24,0,10.08
 48-58,0,0,0,8.94,0,0,69.54,2.54,0,0,5.14,3.73,0,0,0.37,10.32,0.76,0,11.6,25.57,21.88,1.11,1.02,4.15,305.46,9.63,0.81,0.88,0,0.45,9.47,0,0,0,2.25,0,47.16,0,0,2.66,0,10.92
 60-70,0,0,0,8.42,3.14,0,185.26,5.24,1.42,2.04,10.05,0,0,4.02,4.75,5.64,2.99,0,2.58,9.71,23.37,0,0,7.85,435.96,11.77,0,0,0.81,3.93,26.79,0,0,0,4.56,0,58.36,0,0,2.33,0,31.49
 72-82,0,0,0,10.54,1.98,0,194.54,6.04,1.03,5.11,22.47,5.17,0.83,0.66,1.12,1.79,1.55,1.6,0,10.91,85.32,1.58,2.96,13.72,443.04,3.55,2.06,0,0,0,15.32,0.56,0,0,0,0,34.22,5.53,1.17,4.37,0.54,2.26
 84-94,0,0,0,16.21,11.14,2.35,116.63,11.41,2.24,2.12,33.79,4.95,0,0,5.44,5.22,3.57,0,4.74,27.01,68.45,2.42,3.74,19.4,288.24,2.36,4.74,2.3,0,0,39.29,0,0,2.58,2.2,0,26.35,0,1.61,8.65,0,30.2
 96-106,0,0,0,12.05,16.15,11.51,152.86,6.19,2.83,4.46,93.91,3.3,0,1.39,5.21,13.22,2.23,0,14.28,8.34,91.44,0,1.32,16.19,278.28,4.16,12.39,8.61,0,2.43,39.37,1.06,0,3.02,2.97,0,4.12,1.66,0.93,7.84,1.71,12.89
108-118,0,0,0.61,21.91,15.24,2.42,167.65,10.02,4.29,13.21,49.98,9.74,0,1.65,6.37,10.06,4.04,0.55,11.64,17.96,105.41,1.46,9.16,23.54,422.53,9.08,5.06,8.31,0,8.41,54.19,0.79,0,1.03,5.43,0,17.12,1.01,0,3,6,13.33
120,1.19,0,0,25.72,11.4,0,128.91,4.91,7.25,14.11,48.47,17.77,0,0,24.75,1.25,4.91,0,24.23,1.33,114.12,0,3.51,32.82,403.67,8.63,23.17,8.02,0,0,28.57,2.3,0,3.47,1.22,0,42.48,1.06,0,7.79,5.27,4.96
