stage,eye,gut,immune,mesenchyme,neural,spinal_cord,vascular_smooth_muscle,vasculature
 10-12,0,0,0,0,12.77,0,0,0
 24-34,0,0,0,0,7.12,0.66,0,0
 36-46,0,0,0,0,2.19,0,0,0
 48-58,0.87,0,0,0,3.7,0.8,0.91,1.31
 60-70,0,0,0,0,6,0,0,0
 72-82,0,0,2.31,0,1.32,0,0,0
 84-94,0,0,1.28,0,6.9,0,0,0
 96-106,2.18,0,4.06,7.77,0.67,0,0,0
108-118,0,0.9,3.45,0,5.7,0,0,0
120,0,0,10.06,0,0,0,0,0
