stage,blastomeres,endoderm,epidermis,eye,neural,paraxial.mesoderm,somites
  3-4,38.15,0,0,0,0,0,0
  5-6,44.62,10.71,0,0,0,0,0
  7-9,0,0,0,0,10.14,3.26,0
 10-12,0,0,0,0,3.01,0,0
 14-21,0,1.03,0.88,0,1.5,0.89,0.93
 24-34,0,0,0,0,1.34,0,0
 36-46,0,0,9.6,0,0,0,0
 48-58,0,0,3.62,0,0,0,0
 72-82,0,0,0,0.5,0,0,0
108-118,0,0,0,0,2.37,0,0
