stage,axial,blastomeres,eye,hatching.gland,neural,paraxial.mesoderm,periderm,pgc,spinal.cord
  3-4,23.5,498.19,0,0,0,0,12.39,0,0
  5-6,6.54,279.18,0,0,0,0,0,0,0
  7-9,0,0,11.66,9.17,70.52,29.79,0,11.11,0
 10-12,0,0,42.59,0,43.54,10.06,0,0,0
 24-34,0,0,0,0,0.66,0,0,0,0
 36-46,0,0,0,0,0.61,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0.79
 72-82,0,0,0,0,0,0,0,0,9.51
 84-94,0,0,0,0,0,0,0,0,4.9
 96-106,0,0,0,0,0,0,0,0,3.97
