stage,axial,blastomeres,epidermis,erythrocytes,eye,mesenchyme,neural,spinal.cord,vasculature
  3-4,0,68.72,0,0,0,0,0,0,0
  5-6,7.58,37.42,0,0,0,0,7.33,0,0
 14-21,0,0,0,1.06,0,0.83,1.45,0,0
 24-34,0,0,1.2,0,0,0,0,0,0.77
 48-58,0,0,0,0,1.58,0.55,4.2,0,0
 60-70,0,0,0,0,5.63,0,5.4,4.1,0
 72-82,0,0,0,0,5.34,0.5,4.17,5.01,0
 84-94,0,0,0,0,0,0,6.57,0,0
 96-106,0,0,0,0,0.67,0,0,0,0
108-118,0,0,0,0,12.74,0,0,0,0
