stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fin.mesenchyme,glial,iridophores,liver,mesenchyme,muscle,neural,notochord,olfactory,otic,pericytes,periderm,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 60-70,0,0,0,4.7,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,110.03,1.61,0,0,0,0,1.89,0,3.55,0,0,0,1.53,0.94,0,0,0,0.96,0,0
 84-94,0,1.01,0,137.86,0,0,0,0,0,0,0,20.59,0,0,1.5,0,0.65,0,0,0,0,0,0
 96-106,0,8.62,8.48,439.44,28.34,0,0,1.18,0,7.16,0.85,47.28,0,0.7,0,0,1.49,0,1.64,0,3.56,0,0
108-118,1.57,2.79,0,872.12,37.64,3.01,9.16,0,4.29,5.02,0.56,71.43,0.48,0,0,0,6.89,5.23,0,0,0.43,0,0.93
120,0,0,0,389.01,29.15,0,13.75,0,0,9.4,0,37.71,0,0,0,0,1.11,0,0,5.29,0,2.27,8.31
