stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1.23,18.53,419.88,89.41,0,28.48,0,0,0,5.89,3.49,2.52,8.08,1.02,17.58,0,0,2.94,0,68.26,0.86,0,48.07,364.36,16.87,1.69,9.44,4.06,0,65.47,1.44,65.15,9.73,29.93,177.04,88.19,0,0,29.71,0,0
 24-34,0,0,3.96,331.72,15.47,0,49.02,0.67,26.31,2.36,5.12,0.64,2.06,13.69,3.21,6.7,0,2.9,7.99,4.73,104.42,6.58,0,31.96,656.39,11.24,7.21,4.1,0,0,164.01,0,0,7.91,5,21.48,111.6,0,0,132.97,0,1.53
 36-46,0,1.4,1.99,237.24,6.3,0,207.03,0.59,62.63,0,23.12,0.86,0.59,5.14,8.63,15.36,0,1.41,0,6.8,98.38,3.42,0.88,39.56,1382.33,12.45,13.78,2.62,0,4.12,128.05,0.78,1.05,18.71,0.7,0,220.94,0,0,95.04,0,4.91
 48-58,0,0,1.22,169.35,3.34,0,596.98,1.82,42.47,6.91,75.64,3.12,0.56,8.17,4.42,1.03,0.64,2.01,0,18.55,190.97,7.73,7.99,33.68,1858.29,2.63,5.11,3.57,0,0.9,92.37,0,0,9.59,2.64,0.55,292.36,0,0.42,76.83,0,9.83
 60-70,0,6.26,0,150.6,2.19,0,952.23,3.78,37.15,5.95,71.34,5.8,5.49,2.21,20.09,2.15,0,0,6.32,7.52,228.59,9.93,4.89,21.17,1898.02,10.27,0.89,2.53,0,3.98,84.48,0,0,5.68,6.7,0,251.03,0.61,8.85,92.45,2.94,25.44
 72-82,0,12.36,0,124.72,15.44,0.52,665.59,3.59,61.77,9.37,60.71,26.91,0,18.49,17.57,5.9,1.36,4.84,17.02,6.74,239.37,9.98,18.18,37.47,1412.78,1.43,0.79,8.62,0,8.93,45.21,0,0,2.83,2.68,0,243.13,2.86,10.28,114.19,13.42,21.94
 84-94,0.62,5.98,0,205.53,4.92,0.72,350.09,9.68,54.72,12.62,52.06,60.94,3.96,12.9,27.14,4.52,12.79,5.13,3.9,5.22,208.81,27.02,27.91,15.74,777.66,9.86,4.91,8.45,0,0,142.05,0,0,5.66,0,0,105.57,4.29,10.5,116.42,4.06,3.21
 96-106,0,9.54,1.03,167.91,14.4,8.04,276.59,7.15,33.14,20.2,87.37,37.46,0,14.95,22.29,10.62,3.92,6.09,1.99,5.06,190.33,27.63,2.82,19.63,824.16,2.99,12.01,10.31,0,12.14,129.67,0.93,0,3.34,0.71,0,47.15,7.47,9.25,110.08,9.86,25.72
108-118,0,4.05,1.56,211.64,20.2,32.53,380.51,0.99,60.29,3.97,53.85,62.36,0,4.36,29.58,4.85,12.64,11.7,7.57,0,201.25,14.27,35.24,27.09,943.29,8.92,18.39,4.38,0,14.8,56.99,0.42,0,4.11,0,0,44.93,15.63,7.13,86.01,14.28,8.26
120,2.23,3.52,0,231.17,45.98,8.98,453.54,0,61.52,10.91,67.75,65.4,0,10.11,26.02,0,3.6,0,22.54,0,160.12,6.68,9.59,40.28,1211.14,6.15,23.56,4.8,0,9.36,42.23,1.53,0,5.69,1.52,0,49.22,1.12,13.67,79.6,16.59,1.1
