stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,60.17,2330.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,154.89,1725.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.95,0,0,0,64.14,0,27.5,0,0,0,0,0,0,0,0,0,0,0
  7-9,95.44,76,0,142.92,0,12.91,0,351.56,0,0,0,0,138.31,0,0,0,0,0,0,0,0,0,0,0,2399.27,107.46,0,0,1079.14,0,0,26.75,0,0,0,0,0,0,0,0,0,0
 10-12,0,101.41,0,251.67,0,51.22,0,197.66,0,0,0,0,83.92,0,0,0,0,0,0,0,0,0,0,0,3547.07,112.14,0,0,1069.4,0,0,38.01,4.56,115.25,0,20.39,0,0,0,0,0,0
 14-21,2.31,0,0,5.28,139.13,20.1,0,28.5,0,0,32.46,6.16,0,0.84,0,0,0,0,0,0,55.98,0,0,24.89,475.65,14.91,4.39,17.1,18.98,0,3.04,2.81,70.92,23.16,3.99,51.8,191.46,0,0,6.32,0,0
 24-34,4.02,0,2.43,3.82,46.01,1.58,0,71.21,4.14,1.99,28.87,0,1.4,2.43,0.8,1.34,0,2.97,0,1.36,75.4,0.93,0,36.51,724.7,4.06,24.42,11.29,0,0,15.42,0,0,11.94,1.6,6.76,157.43,0,0,31.41,0,10.36
 36-46,0,0,0.85,0,32.83,0.58,0,177.37,6.85,4.83,48.44,0,0,0,0,13.46,0,1.87,1.29,0,109.66,0,1.94,20.03,645.3,1.4,15.64,5.43,0,0,22.82,0,0,11.5,1.04,1.34,184.32,0,0,15.6,0,4.74
 48-58,0,0,0,0,22.41,0,0,298.78,7.37,1.12,51.29,2.93,0,0.58,0,1.87,0.89,3.78,0,0,97.64,2.87,4.37,15.05,466.52,1.24,8.24,9.57,3.66,0.56,16.93,0,0,1.02,0,0,80.86,0,0,4.85,0,13.57
 60-70,0,0,0,0,17.88,0,0,446.1,0,0,68.41,6.01,0,2.57,0.76,0.58,0,10,0,3.83,153.46,1.09,3.93,11.68,445.03,0.66,24.7,7.07,0,0,5.56,0,0,3.77,0,0,90.79,1.72,4.14,12.27,1.86,9.54
 72-82,0,0,7.56,0,16.23,0,0,328.71,4.46,7.94,75.56,5.78,0,0,2.56,2.91,1.89,2.64,1.08,1.32,144.35,1.52,5.55,11.43,387.01,0,22.14,17.62,0,0.87,7.09,0,0,0.73,0,0,35.56,3.2,2.2,12.23,3.93,6.23
 84-94,0,0,1.29,0,21.13,3.52,0,242.51,6.06,3.75,59.37,0.92,0,0.97,1.97,0.8,6.22,3.72,2.82,0,158.63,0.89,7.25,14.52,268.52,0.62,12.54,10.67,0,0,19.08,0,0,1.29,0,0,20.74,2.04,4.68,17.09,8.37,1.66
 96-106,0,0,3.35,0,23.33,7.96,1.71,193.71,4.29,3.66,51.35,12.68,0,1.24,4.2,2.44,1.08,11.29,0,3.66,129.55,1.23,7.03,18.29,218.96,0.69,45.55,14.14,0,0,23.55,0,0,1.41,0,0,12.37,2.6,1.15,4.77,5.11,1.4
108-118,0,0,0.85,0,35.15,2.16,0,195.23,9.56,6.95,86.91,3.91,0,2.65,3.61,1.99,3.75,3.18,3.18,0,137.17,1.52,5.02,12.44,316.24,1.34,23.48,16.25,0,0,15.6,0,0,5.25,0,0,10.91,3.01,6.32,18.7,1.48,2.44
120,0,0,3.9,0,38.7,1.32,0,153.4,6.88,6.77,45,5.48,0,1.61,6.05,5.75,2.12,9.47,0,0,98.46,0,3.2,10.39,363.8,0,10.11,1.05,0,11.51,26.21,0,1.12,1.14,1.32,0,10.64,2.24,6.76,9.31,9.61,0
