stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,73.55,2017.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,152.34,2485.26,8.02,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,63.07,11.17,0,0,29.14,0,27.28,0,0,0,0,0,0,0,0,0,0,0
  7-9,42.5,40.69,58.89,0,0,0,130.3,0,0,0,0,0,43.48,0,0,0,0,0,0,0,0,0,0,0,1229.02,8.78,0,0,375.62,0,3.63,4.58,0,0,0,0,0,0,0,0,0,0
 10-12,0,42.39,66.04,0,30.23,0,101.6,0,0,0,0,0,18.06,0,0,0,0,0,0,0,0,0,0,0,1179.07,29.56,0,0,478.69,0,0,19.59,0,65.01,0,4.89,0,0,0,0,0,0
 14-21,0,0,4.16,30.34,15.43,0,25.34,0,0,0,2.21,2.72,0,0,0,0,0,0,0,1.72,15.25,0,0,18.15,284.39,1.17,0,2.18,0.86,0,0,0,54.88,0,1.77,39.98,51.84,0,0,1.24,0,0
 24-34,0,0,1.33,26.95,1.38,0,27.69,0,1.1,0,14.88,0.61,0,0,0,0.73,0,0.97,0.65,0.62,29.87,0,0,16.18,398.19,4.61,0.65,3.34,0,0,8.69,0,0,0.65,1.25,6.05,96.27,0,0,10.93,0,6.9
 36-46,0,0,0,2.24,0,0,60.61,0.73,0,0,14.75,0,0,0.95,0,0,0.61,2.24,2.52,0,28.03,0,0,16.33,327.7,1.6,2.96,1.26,0,0,17.64,0,0,0,0,0,65.86,0,0,1.8,0,0
 48-58,0,0,0,4.2,0,0,115.99,0,7.58,0.75,56.91,0.41,0,0.59,0,0,0,1.27,0,0,51.97,0,6.42,13.19,311.01,0,0.57,1.53,0,0,11.67,0,0,0,0,2.82,50.3,0,0,2.79,0,1.32
 60-70,0,0,0,29.13,0,0,132.88,0,0.62,0,59.56,3.52,0,2.87,5.8,0.71,2.55,1.16,4.94,0,50.01,0,4.21,10.25,215.9,7.49,1.94,6.64,0,2.69,16.74,0,0,0.83,0,0,38.56,0,0,2.56,0,0
 72-82,0,0,0,1.02,0.57,0,103.95,0,0,2.67,59.32,0.49,0,0,1.07,1.02,4.09,0,0,0,59.13,0,5.04,5.93,230.17,0,0,0.88,0,0.84,1.3,0,0,0,0,0,28.14,0,1.63,9.98,0.76,2.17
 84-94,0,0,0,15.83,0.57,0.7,69.9,0,0.6,0,21.38,0.63,0,0,2.32,4.35,0.75,0,0.57,0,51.15,0,0,14.34,213.49,1.28,0.93,3,0,0,12.37,0,0,0,0,0,38.97,0.66,0,4.18,4.4,2.44
 96-106,0,0,0,3.03,1.54,0,48.22,0,0.57,0,26.86,2.28,0,0,1.37,0,0,5.18,0.7,0,65.79,1.89,2.41,15.73,114.31,0.62,3.7,1.99,0,2.09,9.36,0,0,3.95,0,0,12.81,0,0,2.9,2.01,2.64
108-118,0,0,0,13.29,0.42,0.61,80.17,0,0,1.93,39.27,0.47,0,0,0.83,0.45,2.77,0,0.42,0.47,69.05,0,0,15,169.92,0,4.99,0.43,0,0,6.36,0,0,0,0,0,7.62,0.68,0.9,4.78,1.26,2.82
120,0,0,0,24.37,1.46,0,53.95,1.18,6.56,0,85.3,1.09,0,0,11.07,0,0,0,2.58,0,49.43,1.15,0,9.44,441.86,0,0,14.88,0,6.67,6.05,0,0,0,0,0,4.07,0,0,4.13,0,8.59
