stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,225.97,3727.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.75,0,0,0,0,0,0,0,0,0,0,0
  5-6,183.3,2870.67,0,12.33,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,73.75,6.07,0,0,16.32,0,33.53,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.28,7.28,0,7.61,0,0,24.2,0,0,0,0,0,13.95,0,0,0,0,0,0,0,0,0,0,0,400.61,8.57,0,0,90.63,0,0,22.15,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.81,0,33.12,0,0,104.01,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,453.42,22.64,0,0,153.89,0,0,0,4.56,11.09,0,5.78,0,0,0,0,0,0
 14-21,0,0,0,2.04,37.04,8.29,14.66,0,1.16,0,2.17,0,0,0,2.27,5.03,0,0.93,2.33,0,11.26,0,0,15.94,286.72,4.12,1.81,4,3.02,0,21.59,1.4,22.21,3.19,0,22.66,107.74,0,0,1.09,0,0
 24-34,0,0,0,2.87,26.72,1.24,60.55,0,3.28,1.3,14.34,0,0,0.67,0,1.94,0,3.13,3.15,0,49.38,0,0,18.3,685.05,3.22,6.21,4.73,0,0,47.04,0,0,0.66,1.71,7.81,133.11,0,0,23.36,0,3.92
 36-46,0,0,1.72,0,18.41,0,93.17,1.69,1.19,0.8,23.18,0.95,0,0.95,0,1.01,0.94,0,0.67,0,59.55,4.32,0,3.85,603.69,2.53,7.73,2.03,0,0,19.21,1.61,0,0,0,0,138.56,0,0,6.1,0,9.09
 48-58,0,0,0.44,0,12.1,0,199.48,0,2.51,1.38,21.74,0,0,0,0.94,6.37,0,1.93,2.21,3.64,70.43,0.52,0,12.89,521.39,1.9,1.24,3.08,0,0.4,25.43,0,0,0.99,1.65,0,111.47,0,0.4,8.68,0,0.48
 60-70,0,0,1.1,0,11.78,0,198.23,0,5.23,0.62,23.87,1.36,0,1.46,0,0,0,3.22,0.78,0,84.39,2.04,4.03,4.74,479.25,0,4.85,2.76,0,0,15.22,0,0,0,4.7,0,110.25,0,0,12.36,0,0.65
 72-82,0,0,1.26,0,5.49,2.6,231.21,0.92,3.01,2.8,30.27,2.86,0,4.81,0,1.77,0,0.92,0,0,90.39,0,1.41,2.89,383.71,0,4.94,0,0,0,18.33,0,0,0,0,0,66.52,1,4,14.29,2.63,0
 84-94,0,0,0,0,13.94,4.03,129.44,0,3.06,0,29.61,6.84,0,0.78,5.04,1.73,1.92,0,0,0.68,65.62,1.21,3.18,4.16,249.3,1.8,1.7,4.82,0,0,39.93,0,0,0,0,0,43.03,1.5,1.15,1.95,0,2.12
 96-106,0,0,0,0,20.43,15.95,123.45,0,1.15,0.76,32.08,5.39,0,2.49,3.57,3.15,0,0,8.31,0,45.47,0,2.22,10.8,210.03,0.66,3.59,4.75,0,3.28,50,0,0,0.6,0,0,8.92,0,0,12.26,0,0
108-118,0,0,0,0.74,12.88,1.04,150.67,3.99,4.88,1.06,30.86,1.5,0,0,4.09,3.48,2.1,0,1.1,0.55,62.19,0.51,2.85,7.56,307.68,0.59,1.11,3.95,0,0,34.28,0,0,0,0,0,7.96,1.49,2.74,3.34,0,0
120,0,0,0,0,27.3,2.94,142.45,1.18,3.05,3.03,24.77,1.19,0,3.84,3.97,1.94,1.58,4.37,0,0,67.69,0,0,10.02,360.85,4.03,0,0,0,0,22.07,0,0,0,0,0,0,0,0,14,0,3.58
