stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,10.92,147.32,90.3,0,77.91,0,0,0,20.96,5.05,7.38,0.92,0,14.11,0,0,4.33,4.24,55.03,1.02,0,68.45,1528.56,13.14,0,13.83,18.5,0,116.14,0,92.58,8.4,3.95,173.53,191.76,0,0,13.47,0,20.15
 24-34,3.12,1.56,156.6,387.46,0,395.4,7.69,9.41,6.18,34.13,6.29,4.49,6.92,6.53,20.73,1.33,4.38,21.02,29.94,272.27,2.08,0,112.93,2875.42,31,14.06,70.8,0,1.14,224.51,0,39.61,9.52,7.23,132.26,385.16,0,0,242.77,0,6.81
 36-46,0,0.63,181.86,43.93,0,563.41,28.93,26.33,3.61,91.36,1.58,0,9.64,12.82,1.24,23.71,1.89,4.9,26.5,258.74,1.35,1.74,88.81,2347.48,27.19,9.7,51.55,0,0,335.37,0,0,10.58,23.6,4.67,391.04,0,0,46.07,0,23.03
 48-58,0,0,110.29,3.01,0,693.78,19.9,21.66,9.15,142.98,6.41,1.07,0.48,18.98,10.03,21.21,11.09,2.91,13.53,229.75,1.73,5.75,71.47,1996.33,39.42,9.95,16.72,0,0,174.51,0,0,35.18,10.52,0,243.63,0,0.37,63.45,0,29.33
 60-70,0.57,2.79,125.48,14.18,0,1227.5,25.49,28.83,12.31,202.6,16.99,5.21,8.08,22.73,1.33,33.03,3.54,15.71,39.92,687.69,16.07,29.31,83.21,2426.99,37.38,14.45,30.29,0,5.37,187.67,0,0,12.02,24.17,0,254.68,0,10.14,55.9,3.49,86.76
 72-82,1.51,0,74.26,68,17.56,988.22,25.02,18.4,36.78,230.06,26.64,1.1,7.25,29.42,6.41,13.7,24.02,17.62,3.51,583.2,6.79,14.89,84.68,1561.23,14.62,26.95,54.57,1.13,6.07,186.01,0,0,15.75,12.8,0,123.44,2.81,7.94,113.81,21.98,63.88
 84-94,5.84,0,161.87,44.36,35.22,890.64,53.38,53.5,26.01,224.03,47.7,8.13,7.36,43.3,38.11,22.33,7.83,26.9,19.57,620.57,30.91,44.97,60.71,1240.86,34.58,19.29,27.86,0,8.21,576.34,0,0,52.71,46.62,0,117.15,13.98,16.14,85.89,25.07,38.38
 96-106,1.8,0,143.57,29.34,43.56,627.15,24.91,21.98,17.43,194.17,48.93,0,5.58,41.41,9.84,24.92,8.8,51.11,2.01,388.01,23.51,7.45,65.85,753.16,15.73,19.39,44.29,1.2,15.05,417.56,0,0,22.28,32.16,0,24.31,23.54,8.92,79.35,12.34,59.31
108-118,2.78,0,253.02,49.41,311.53,594.95,45.34,66.89,31.81,224.32,100.69,0,2.57,46.55,31.29,44.84,19.51,89.54,10.32,563.89,8.67,15.43,78.09,1149.32,23.4,18.36,54.44,0,18.46,555.83,0,0,32.77,38.39,0,60.23,8.02,9.74,121.37,23.14,59.69
120,16.97,0,848.41,95.64,107.44,1084.48,83.29,110,27.87,567.01,212.15,0,8.03,99.12,49.96,80.06,15.36,146.88,7.13,1175.38,17.25,48.86,89.32,2377.3,82.05,54.17,99.88,0,0,420.57,2.5,1.12,94.35,38.79,0,80.73,15.95,39.76,277.91,49.96,37.86
