stage,epidermis,eye,fin.mesenchyme,glial,gut,iridophores,mesenchyme,neural,otic,spinal.cord
 14-21,3.2,0,0,0,0,0,0,0,0.93,0
 24-34,0,0,0,0,0,0,0,3.73,0,0.66
 36-46,0,0,0,0,0,0,0,3.74,0,0
 48-58,0,0,0,0.62,0,0,0.59,7.17,0,0.75
 60-70,0,0,0,1.88,0,0,0,3.45,0,0
 72-82,0,0,0.7,0,0,0,0,0,0,0
 96-106,1.28,1.52,0,0,0,0.6,2.3,0,0,0
108-118,0,0.44,0,0,0,0,0,0,0,0
120,0,0,0,0,5.71,0,0,6.44,0,0
