stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,31.31,233.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,136.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,24.5,8.93,7.95,0,0,0,18.9,0,0,0,0,0,10.58,0,0,0,0,0,0,0,0,0,0,0,132.67,51.94,0,0,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,19.3,0,0,0,28.56,0,0,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,360.09,212.01,0,0,64.83,0,0,12.01,0,32.01,0,15.43,0,0,0,0,0,0
 14-21,0,0,1.86,33.77,7.53,0,7.43,0,0,0,1.11,0.9,0,0,0,0,0,0,0,1.13,13.55,0,0,5.81,80.96,13.07,0.85,0.94,1.37,0,5.88,0,20.7,0,1.83,13.64,30.21,0,0,3.14,0,0
 24-34,0,0,1.32,11.69,0.78,0,17.62,0,0.62,2.08,2,0,0,0,2.36,0.64,0,0,11.54,0.8,22.81,2.05,0,5.01,193.29,0.73,0,2.47,0,0,5.39,0,0,0.61,1.06,2.71,50.72,0,0,15.56,0,0
 36-46,0,0,0,1.39,0,0,16.94,3.38,1.71,0,5.8,0,0,0,1.03,0,0,2.33,0,0,28.17,0,2.04,5.21,103.6,0,2.88,0,0,0,4.86,0,0,0.82,0,0,26.54,0,0,15.83,0,4.15
 48-58,0,0,0,0,0,0,23.05,4.4,0,1.09,14.89,0,0,0.5,0,0,0,0.65,0,0,27.45,0,0.63,2.11,27.73,0.5,0,1.97,0,0,2.16,0,0,0,0.4,0,13.62,0,0,1.28,0,0
 60-70,0,0,0,6.26,0,0,3.49,1.48,0.65,0,8.58,0.85,0,0,1.42,0,0,3.88,0,0,37.57,0,0,0.6,31.53,0,0.71,0,0,0,0.83,0,0,3,0.86,0,3.81,0,0,4.4,1.25,0
 72-82,0,0,0,1.37,3.51,0,8.39,0.72,0.8,3.83,17.01,4.45,0,0,0.73,1.16,0,0,0,0,49.54,0,2.68,2.97,18.34,0,1.3,2.67,0,0.84,4.94,0,0,0,0,0,3.97,0,0.9,10.98,0,1.14
 84-94,0,0,0,12.68,0.66,0,11.03,0.67,3.42,4.22,8.31,2.69,0,0.78,1.55,0.75,0,0.76,0,0,43.99,0,2.23,15.15,16.55,0,1.95,2.51,0,0,19.08,0,0,0,0,0,0,0.78,3.97,1.99,0,2.81
 96-106,0,0,0,6.13,0,0,17.06,0,1,0,22.17,2.01,0,0,0.58,2.4,1.08,4.28,0,0.57,32.29,0,1.05,2.5,11.94,0.6,3.91,6.12,0,1.37,8.8,0,0,3.74,0,0,2.32,1.57,1.25,9.66,0,0
108-118,0,0,0,9.95,0.91,0,21.58,1.45,7.25,6.73,21.27,3.46,0,3.63,2.82,0.6,0,3.37,0,0,53.01,0,2.61,4.89,15.99,1.52,6.24,3.11,0,2.81,7.23,0,0,0,0,0,2.39,2.52,0,12.29,2.81,0
120,0,0,0,10.71,1.95,3.13,2.58,0,2.25,0,24.19,1.31,0,0,4.79,8.68,1.01,0,0,4.02,63.23,11.34,0,6.21,54.24,0,1.32,5.88,0,0,16.05,0,0,0,0,0,0,0,0,7.25,14.69,0
