stage,exocrine.pancreas,fin.epithelia,glial,ionocyte,mucous,neural,notochord,otic,paraxial.mesoderm,periderm
  7-9,0,0,0,0,0,0,6.98,0,4.17,0
 36-46,0,0,0,0,0,1.45,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0.39
 60-70,0,0,0,0,0,1.41,0,0,0,12.83
 72-82,0,0,2.81,0,0,0.91,0,0,0,17.95
 84-94,0,0,0,0,0,0,0,0,0,80.82
 96-106,0,0,0,0.59,0,3.27,0,2.73,0,45.14
108-118,0.57,0,0,0.54,0,7.05,0,0,0,62.88
120,0,2.63,0,0,1.1,3.7,0,0,0,106.9
