stage,epidermis,eye,glial,gut,mesenchyme,mucous,muscle,neural,olfactory,periderm,spinal.cord
 14-21,0,0,0.87,0,0,0,0,4.56,0,0,1.71
 24-34,0,0,0,0,0,0,0,4.12,1.06,0,0.74
 36-46,0,0.68,0,0,0.81,0,0.62,2.21,0,0,2.1
 48-58,0,1.55,0,1.15,0,0,1.22,3.27,0,0,0
 60-70,0,4.5,0,0,0,0,0,6.69,0,1.45,2.97
 72-82,0,0,0,0,0.61,0,0,4.66,0,0.53,0
 84-94,0,0,0.85,0,0,1.21,0,0,0,0,0
 96-106,1.11,4.12,0,0,0,0,0,0,0,0,0
108-118,0.76,0,0,0,0,0,0,5.13,0,0,0
