stage,eye,mesenchyme,mural_cell,neural,pericytes,spinal_cord,vascular_smooth_muscle
 36-46,0,0,4.9,0,0,0,1.23
 48-58,0.57,0,0.72,0,0,1.31,0
 60-70,0,0,0,0.63,1.22,0,0
 72-82,0,5.48,1.19,2.17,0,0,1.74
 84-94,0,1.67,2.96,5.43,5.29,0,0
 96-106,0,1.22,2.73,0,5.31,0,0
108-118,0,2.63,4.94,1.63,1.57,0,0
120,0,0,0,15.67,0,0,0
