stage,epidermis,eye,fin_epithelia,muscle,neural,periderm,spinal_cord
 24-34,0,0.71,0,0.74,0,0,0
 36-46,0,0,0,0,1.13,0,0.82
 60-70,0,0,0,0,0.96,0,0
 72-82,0.54,0,0,0,0,0.8,0
 84-94,0,0,0,0,0,2.54,0
 96-106,3.37,0,0,0,0,4.59,0
108-118,0.58,0,0.82,0,0,1.15,0
