stage,epidermis,erythrocytes,eye,glial,gut,liver,mesenchyme,muscle,neural,periderm,spinal_cord,visceral_smooth_muscle,xanthophores
 24-34,0,0,0,0,0,0,2.9,0,3.69,0,0,0,0.77
 36-46,0,0,0,0,0,0,0,0,0.78,0,5.21,0,0
 48-58,2.64,0,10.33,0,0,0,0,0,0,6.37,0.73,0,0
 60-70,3.47,0,0.68,0,0,0.68,0,0,5.06,0,0,0,0
 72-82,0.55,0,1.67,0,0,0,1.75,0,2.88,0.69,0,0.49,0
 84-94,0,0,0,0.79,0.72,2.87,0,0,6.94,6.22,0,0,0
 96-106,0,0,0,2.42,0,0.6,0.69,1.1,3.19,0,0,0,0
108-118,0,1.37,0,0.84,0,9.59,1.57,0,1.67,0,0,0,0
120,10.41,0,0,15.08,0,0,0,0,0,0,0,0,0
