stage,epidermis,eye,glial,gut,mesenchyme,muscle,neural,olfactory,somites,spinal_cord
 14-21,1.11,0,0,0,0.84,0,6.61,0,1.28,2.5
 24-34,0,0,0,0,0,0,2.99,0,0,0.61
 36-46,0,0.55,0,0,0,0,10.48,0,0,0
 48-58,0,0,0,0.97,0,0,0,0,0,0
 60-70,0,0.68,8.58,0,0,0,3.8,0,0,0
 72-82,0,0,0,0,0,1.14,0,0,0,0
 84-94,0,1.9,0,0,0,0,3.17,0.8,0,0
 96-106,0,0,0,0,4.02,0,3.3,0,0,0
108-118,1.42,0,0,0,2.03,0,0,0,0,0
120,0,0,0,0,0,0,10.33,0,0,0
