stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.63,719.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.92,0,0,0,0,0,0,0,0,0,0
  5-6,6.34,170.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.86,0,0,0,0,0,0,0,0,0,0
  7-9,14.69,0,0,0,0,0,0,0,0,0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,50.48,0,0,0,13.22,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.42,0,26.3,0,0,0,16.92,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,187.94,0,0,0,26.49,0,0,4.37,0,0,0,5.32,0,0,0,0,0
 14-21,0,0,0,0.94,16.98,6.31,0,3.91,0,0,0,0,2.03,0,0,2.14,3.65,0,0,13.29,0.91,6.27,0,0,6.72,51.53,0.86,3.47,0,0.96,0,5.92,1.58,5.33,0.98,4.99,24.75,0,0,2.81,0,0
 24-34,0,0,1.4,0,4.32,0,0,8.42,0,0,0,3.25,0.67,0,0,0.86,0,0,0,13.08,0,8.6,0,0,1.03,134.11,0.73,1.46,0,0,0,2,0,0,0.83,2.56,28.51,0,0,6.11,0,0.68
 36-46,0,0,0,0,4.15,0.9,0,25.16,3.98,0,0.67,6.93,0,0,0,11.16,0,0.56,0,0.93,0,5.64,0,0,0,306.96,0,4.35,0.8,0,0,6.69,0,0,0,0,68.79,0,0,6.17,0,0
 48-58,0,0,0,0,13.79,0,0,44.63,0,1.82,0.81,6.46,1.3,2.77,0.67,15.71,0,5.41,0.44,0,0.97,15.89,1.22,0,1.92,342.9,1.97,0.99,2.85,0,0.47,9.48,0,0,0,0,77.41,0,0,2.82,0,2.61
 60-70,0,0,0,0,1.65,0,0,167.95,1.06,0,0.72,9.37,0,0,2.87,12.97,0.71,6.16,0.73,0,0,19.2,0,0,6.16,562.17,0,2.51,0,0,0,16.72,0,0,0,0,72.29,0,0,0.72,0,3.16
 72-82,0,0,0,0,6.67,8.44,0,133.25,0,4.21,1.95,23,1.17,0,1.8,2.2,0,7.16,0,0,0,39.24,0,1.12,3.1,318.05,0,1.9,1.88,0,0,7.58,0,0,0,0,36.45,0,0,3.16,0.94,2.08
 84-94,0,0,0,0,9.66,14.62,0,78.62,0,0.66,0,8.31,2.35,0,0,9.96,0.58,5.71,0.65,0.96,0,17.19,0,0,0.58,250.45,1.46,0,3.09,0,0,23.45,0,0,0.74,0,21.08,0.78,0,7.06,0,0
 96-106,0,0,0,0,5.72,1.27,0,96.96,0.68,0,1.09,13.62,2.17,0,2.51,8.54,3.06,0,0,0,0,19.79,3.88,0.56,4.27,187.76,0,0,3.03,0,0,22.46,0,0,0,0,6.24,0,0,9.78,0,4.69
108-118,0,0,0,0,8.16,2.05,1.68,84.91,0,1.66,0.74,7.6,2.88,0,0,5.38,4.5,13.87,0,0,3.26,28.91,1.71,0,3.84,307.71,4.82,0,6.72,0,0,24.42,0,0,0.47,0,14.23,0.5,0.88,7.74,0,5.85
120,0,0,0,0,18.94,1.84,1.09,97.37,0,0,0,18.98,12.58,0,0,33.22,0,2.67,1.74,6.26,0,30.56,2.21,0,5.68,499.34,0,2.92,2.08,0,0,12.72,0,0,0,0,2.78,0,0,6.7,2.66,0
