stage,epidermis,erythrocytes,eye,glial,mesenchyme,muscle,neural,olfactory,otic,periderm,somites,spinal_cord,vasculature
 14-21,0,0,0,0,0,0,1.81,0,0,0,0.91,0.95,0
 24-34,0,0,0,0,0,0,0.62,0,2.6,0,0,0.73,0
 36-46,2.62,0,0,0,0,0,13.52,0,0,0,0,3.27,0
 48-58,0,0,0,0,0.41,0,8.65,0,0,0,0,0.6,0.63
 60-70,0,0.57,0,0.64,0,5.81,3.96,0,0,0,0,1.05,0
 72-82,0,0,0,1.09,0,0,7.44,0,0,0,0,0,0
 84-94,0,0.76,0,0,0,0,1.08,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,4,0,0,1.91,0,0,0
108-118,0,0,1.05,0,0,0,0,0.6,0,0,0,0,0
